theta_deg,F1,FC_E,FC_H,F_E,F_H
7.93547,0.995212,0.634036,0.783803,0.631000,0.780051
7.94120,0.995205,0.633576,0.783520,0.630538,0.779763
7.94692,0.995198,0.633116,0.783236,0.630076,0.779475
7.95265,0.995191,0.632657,0.782952,0.629614,0.779187
7.95838,0.995184,0.632197,0.782668,0.629152,0.778899
7.96411,0.995178,0.631737,0.782384,0.628690,0.778611
7.96984,0.995171,0.631276,0.782100,0.628228,0.778323
7.97557,0.995164,0.630816,0.781815,0.627765,0.778034
7.98130,0.995157,0.630355,0.781531,0.627302,0.777745
7.98703,0.995150,0.629895,0.781246,0.626840,0.777457
7.99276,0.995143,0.629434,0.780961,0.626377,0.777168
7.99849,0.995136,0.628973,0.780676,0.625914,0.776879
8.00422,0.995129,0.628512,0.780391,0.625450,0.776590
8.00995,0.995122,0.628051,0.780106,0.624987,0.776301
8.01568,0.995115,0.627589,0.779821,0.624524,0.776011
8.02141,0.995108,0.627128,0.779535,0.624060,0.775722
8.02714,0.995101,0.626666,0.779250,0.623596,0.775432
8.03287,0.995094,0.626204,0.778964,0.623132,0.775143
8.03860,0.995087,0.625742,0.778678,0.622668,0.774853
8.04433,0.995080,0.625280,0.778392,0.622204,0.774563
8.05006,0.995073,0.624818,0.778106,0.621740,0.774273
8.05579,0.995066,0.624356,0.777820,0.621275,0.773982
8.06152,0.995059,0.623893,0.777534,0.620811,0.773692
8.06725,0.995052,0.623431,0.777247,0.620346,0.773402
8.07298,0.995045,0.622968,0.776961,0.619881,0.773111
8.07870,0.995038,0.622505,0.776674,0.619416,0.772820
8.08443,0.995031,0.622042,0.776387,0.618951,0.772530
8.09016,0.995024,0.621579,0.776101,0.618486,0.772239
8.09589,0.995017,0.621116,0.775814,0.618020,0.771948
8.10162,0.995010,0.620652,0.775526,0.617555,0.771656
8.10735,0.995003,0.620189,0.775239,0.617089,0.771365
8.11308,0.994996,0.619725,0.774952,0.616624,0.771074
8.11881,0.994989,0.619261,0.774664,0.616158,0.770782
8.12454,0.994982,0.618797,0.774377,0.615692,0.770490
8.13027,0.994975,0.618333,0.774089,0.615225,0.770199
8.13600,0.994967,0.617869,0.773801,0.614759,0.769907
8.14173,0.994960,0.617404,0.773513,0.614293,0.769615
8.14746,0.994953,0.616940,0.773225,0.613826,0.769323
8.15319,0.994946,0.616475,0.772937,0.613359,0.769030
8.15892,0.994939,0.616010,0.772648,0.612893,0.768738
8.16465,0.994932,0.615545,0.772360,0.612426,0.768445
8.17038,0.994925,0.615080,0.772071,0.611959,0.768153
8.17611,0.994918,0.614615,0.771782,0.611491,0.767860
8.18184,0.994911,0.614150,0.771494,0.611024,0.767567
8.18757,0.994904,0.613684,0.771205,0.610557,0.767274
8.19330,0.994896,0.613219,0.770915,0.610089,0.766981
8.19903,0.994889,0.612753,0.770626,0.609621,0.766688
8.20476,0.994882,0.612287,0.770337,0.609154,0.766394
8.21049,0.994875,0.611821,0.770047,0.608686,0.766101
8.21621,0.994868,0.611355,0.769758,0.608217,0.765807
8.22194,0.994861,0.610889,0.769468,0.607749,0.765514
8.22767,0.994854,0.610422,0.769178,0.607281,0.765220
8.23340,0.994846,0.609956,0.768888,0.606812,0.764926
8.23913,0.994839,0.609489,0.768598,0.606344,0.764632
8.24486,0.994832,0.609023,0.768308,0.605875,0.764338
8.25059,0.994825,0.608556,0.768018,0.605406,0.764043
8.25632,0.994818,0.608089,0.767728,0.604937,0.763749
8.26205,0.994811,0.607622,0.767437,0.604468,0.763455
8.26778,0.994803,0.607154,0.767146,0.603999,0.763160
8.27351,0.994796,0.606687,0.766856,0.603530,0.762865
8.27924,0.994789,0.606219,0.766565,0.603060,0.762570
8.28497,0.994782,0.605752,0.766274,0.602591,0.762275
8.29070,0.994775,0.605284,0.765983,0.602121,0.761980
8.29643,0.994767,0.604816,0.765692,0.601651,0.761685
8.30216,0.994760,0.604348,0.765400,0.601181,0.761390
8.30789,0.994753,0.603880,0.765109,0.600711,0.761094
8.31362,0.994746,0.603412,0.764817,0.600241,0.760799
8.31935,0.994738,0.602943,0.764525,0.599771,0.760503
8.32508,0.994731,0.602475,0.764234,0.599301,0.760207
8.33081,0.994724,0.602006,0.763942,0.598830,0.759911
8.33654,0.994717,0.601537,0.763650,0.598359,0.759615
8.34227,0.994710,0.601069,0.763358,0.597889,0.759319
8.34800,0.994702,0.600600,0.763065,0.597418,0.759023
8.35372,0.994695,0.600131,0.762773,0.596947,0.758726
8.35945,0.994688,0.599661,0.762480,0.596476,0.758430
8.36518,0.994680,0.599192,0.762188,0.596005,0.758133
8.37091,0.994673,0.598722,0.761895,0.595533,0.757837
8.37664,0.994666,0.598253,0.761602,0.595062,0.757540
8.38237,0.994659,0.597783,0.761309,0.594590,0.757243
8.38810,0.994651,0.597313,0.761016,0.594119,0.756946
8.39383,0.994644,0.596843,0.760723,0.593647,0.756649
8.39956,0.994637,0.596373,0.760430,0.593175,0.756351
8.40529,0.994629,0.595903,0.760136,0.592703,0.756054
8.41102,0.994622,0.595433,0.759843,0.592231,0.755756
8.41675,0.994615,0.594962,0.759549,0.591758,0.755459
8.42248,0.994607,0.594492,0.759255,0.591286,0.755161
8.42821,0.994600,0.594021,0.758961,0.590814,0.754863
8.43394,0.994593,0.593550,0.758667,0.590341,0.754565
8.43967,0.994585,0.593080,0.758373,0.589868,0.754267
8.44540,0.994578,0.592609,0.758079,0.589396,0.753969
8.45113,0.994571,0.592137,0.757785,0.588923,0.753671
8.45686,0.994563,0.591666,0.757490,0.588450,0.753372
8.46259,0.994556,0.591195,0.757196,0.587976,0.753074
8.46832,0.994549,0.590723,0.756901,0.587503,0.752775
8.47405,0.994541,0.590252,0.756606,0.587030,0.752476
8.47978,0.994534,0.589780,0.756311,0.586556,0.752177
8.48550,0.994527,0.589308,0.756016,0.586083,0.751878
8.49123,0.994519,0.588836,0.755721,0.585609,0.751579
8.49696,0.994512,0.588364,0.755426,0.585135,0.751280
8.50269,0.994504,0.587892,0.755131,0.584662,0.750981
8.50842,0.994497,0.587420,0.754835,0.584188,0.750681
8.51415,0.994490,0.586948,0.754540,0.583713,0.750382
8.51988,0.994482,0.586475,0.754244,0.583239,0.750082
8.52561,0.994475,0.586003,0.753948,0.582765,0.749783
8.53134,0.994467,0.585530,0.753652,0.582290,0.749483
8.53707,0.994460,0.585057,0.753356,0.581816,0.749183
8.54280,0.994453,0.584584,0.753060,0.581341,0.748883
8.54853,0.994445,0.584111,0.752764,0.580867,0.748583
8.55426,0.994438,0.583638,0.752468,0.580392,0.748282
8.55999,0.994430,0.583165,0.752171,0.579917,0.747982
8.56572,0.994423,0.582692,0.751875,0.579442,0.747681
8.57145,0.994415,0.582218,0.751578,0.578967,0.747381
8.57718,0.994408,0.581745,0.751281,0.578491,0.747080
8.58291,0.994400,0.581271,0.750984,0.578016,0.746779
8.58864,0.994393,0.580797,0.750687,0.577541,0.746478
8.59437,0.994386,0.580323,0.750390,0.577065,0.746177
8.60010,0.994378,0.579849,0.750093,0.576589,0.745876
8.60583,0.994371,0.579375,0.749796,0.576114,0.745575
8.61156,0.994363,0.578901,0.749498,0.575638,0.745273
8.61729,0.994356,0.578427,0.749201,0.575162,0.744972
8.62301,0.994348,0.577952,0.748903,0.574686,0.744670
8.62874,0.994341,0.577478,0.748605,0.574210,0.744369
8.63447,0.994333,0.577003,0.748307,0.573733,0.744067
8.64020,0.994326,0.576528,0.748009,0.573257,0.743765
8.64593,0.994318,0.576054,0.747711,0.572780,0.743463
8.65166,0.994311,0.575579,0.747413,0.572304,0.743161
8.65739,0.994303,0.575104,0.747115,0.571827,0.742859
8.66312,0.994296,0.574628,0.746817,0.571350,0.742556
8.66885,0.994288,0.574153,0.746518,0.570874,0.742254
8.67458,0.994280,0.573678,0.746219,0.570397,0.741951
8.68031,0.994273,0.573202,0.745921,0.569920,0.741649
8.68604,0.994265,0.572727,0.745622,0.569443,0.741346
8.69177,0.994258,0.572251,0.745323,0.568965,0.741043
8.69750,0.994250,0.571776,0.745024,0.568488,0.740740
8.70323,0.994243,0.571300,0.744725,0.568011,0.740437
8.70896,0.994235,0.570824,0.744425,0.567533,0.740134
8.71469,0.994228,0.570348,0.744126,0.567055,0.739831
8.72042,0.994220,0.569872,0.743827,0.566578,0.739527
8.72615,0.994212,0.569395,0.743527,0.566100,0.739224
8.73188,0.994205,0.568919,0.743227,0.565622,0.738920
8.73761,0.994197,0.568443,0.742928,0.565144,0.738616
8.74334,0.994190,0.567966,0.742628,0.564666,0.738313
8.74907,0.994182,0.567489,0.742328,0.564188,0.738009
8.75480,0.994174,0.567013,0.742028,0.563710,0.737705
8.76052,0.994167,0.566536,0.741727,0.563231,0.737401
8.76625,0.994159,0.566059,0.741427,0.562753,0.737096
8.77198,0.994152,0.565582,0.741127,0.562274,0.736792
8.77771,0.994144,0.565105,0.740826,0.561796,0.736488
8.78344,0.994136,0.564628,0.740525,0.561317,0.736183
8.78917,0.994129,0.564150,0.740225,0.560838,0.735879
8.79490,0.994121,0.563673,0.739924,0.560359,0.735574
8.80063,0.994113,0.563196,0.739623,0.559880,0.735269
8.80636,0.994106,0.562718,0.739322,0.559401,0.734964
8.81209,0.994098,0.562240,0.739021,0.558922,0.734659
8.81782,0.994090,0.561762,0.738720,0.558443,0.734354
8.82355,0.994083,0.561285,0.738418,0.557963,0.734049
8.82928,0.994075,0.560807,0.738117,0.557484,0.733743
8.83501,0.994067,0.560329,0.737815,0.557004,0.733438
8.84074,0.994060,0.559851,0.737514,0.556525,0.733132
8.84647,0.994052,0.559372,0.737212,0.556045,0.732827
8.85220,0.994044,0.558894,0.736910,0.555565,0.732521
8.85793,0.994037,0.558416,0.736608,0.555086,0.732215
8.86366,0.994029,0.557937,0.736306,0.554606,0.731909
8.86939,0.994021,0.557459,0.736004,0.554126,0.731603
8.87512,0.994013,0.556980,0.735701,0.553645,0.731297
8.88085,0.994006,0.556501,0.735399,0.553165,0.730991
8.88658,0.993998,0.556022,0.735097,0.552685,0.730685
8.89230,0.993990,0.555543,0.734794,0.552205,0.730378
8.89803,0.993983,0.555064,0.734491,0.551724,0.730072
8.90376,0.993975,0.554585,0.734189,0.551244,0.729765
8.90949,0.993967,0.554106,0.733886,0.550763,0.729458
8.91522,0.993959,0.553627,0.733583,0.550282,0.729151
8.92095,0.993952,0.553147,0.733280,0.549802,0.728845
8.92668,0.993944,0.552668,0.732977,0.549321,0.728538
8.93241,0.993936,0.552188,0.732673,0.548840,0.728230
8.93814,0.993928,0.551709,0.732370,0.548359,0.727923
8.94387,0.993921,0.551229,0.732066,0.547878,0.727616
8.94960,0.993913,0.550749,0.731763,0.547397,0.727308
8.95533,0.993905,0.550269,0.731459,0.546915,0.727001
8.96106,0.993897,0.549789,0.731155,0.546434,0.726693
8.96679,0.993889,0.549309,0.730852,0.545953,0.726386
8.97252,0.993882,0.548829,0.730548,0.545471,0.726078
8.97825,0.993874,0.548349,0.730243,0.544990,0.725770
8.98398,0.993866,0.547869,0.729939,0.544508,0.725462
8.98971,0.993858,0.547388,0.729635,0.544026,0.725154
8.99544,0.993850,0.546908,0.729331,0.543545,0.724846
9.00117,0.993843,0.546427,0.729026,0.543063,0.724537
9.00690,0.993835,0.545947,0.728722,0.542581,0.724229
9.01263,0.993827,0.545466,0.728417,0.542099,0.723920
9.01836,0.993819,0.544985,0.728112,0.541617,0.723612
9.02409,0.993811,0.544504,0.727807,0.541134,0.723303
9.02981,0.993803,0.544023,0.727502,0.540652,0.722994
9.03554,0.993796,0.543542,0.727197,0.540170,0.722686
9.04127,0.993788,0.543061,0.726892,0.539687,0.722377
9.04700,0.993780,0.542580,0.726587,0.539205,0.722068
9.05273,0.993772,0.542099,0.726282,0.538722,0.721758
9.05846,0.993764,0.541617,0.725976,0.538240,0.721449
9.06419,0.993756,0.541136,0.725671,0.537757,0.721140
9.06992,0.993748,0.540654,0.725365,0.537274,0.720830
9.07565,0.993740,0.540173,0.725059,0.536792,0.720521
9.08138,0.993733,0.539691,0.724754,0.536309,0.720211
9.08711,0.993725,0.539209,0.724448,0.535826,0.719901
9.09284,0.993717,0.538728,0.724142,0.535343,0.719592
9.09857,0.993709,0.538246,0.723835,0.534860,0.719282
9.10430,0.993701,0.537764,0.723529,0.534376,0.718972
9.11003,0.993693,0.537282,0.723223,0.533893,0.718662
9.11576,0.993685,0.536800,0.722917,0.533410,0.718351
9.12149,0.993677,0.536318,0.722610,0.532926,0.718041
9.12722,0.993669,0.535835,0.722304,0.532443,0.717731
9.13295,0.993661,0.535353,0.721997,0.531960,0.717420
9.13868,0.993653,0.534871,0.721690,0.531476,0.717110
9.14441,0.993645,0.534388,0.721383,0.530992,0.716799
9.15014,0.993638,0.533906,0.721076,0.530509,0.716488
9.15587,0.993630,0.533423,0.720769,0.530025,0.716178
9.16160,0.993622,0.532940,0.720462,0.529541,0.715867
9.16732,0.993614,0.532457,0.720155,0.529057,0.715556
9.17305,0.993606,0.531975,0.719847,0.528573,0.715245
9.17878,0.993598,0.531492,0.719540,0.528089,0.714933
9.18451,0.993590,0.531009,0.719233,0.527605,0.714622
9.19024,0.993582,0.530526,0.718925,0.527121,0.714311
9.19597,0.993574,0.530043,0.718617,0.526636,0.713999
9.20170,0.993566,0.529559,0.718309,0.526152,0.713688
9.20743,0.993558,0.529076,0.718002,0.525668,0.713376
9.21316,0.993550,0.528593,0.717694,0.525183,0.713064
9.21889,0.993542,0.528109,0.717385,0.524699,0.712752
9.22462,0.993534,0.527626,0.717077,0.524214,0.712440
9.23035,0.993526,0.527142,0.716769,0.523730,0.712128
9.23608,0.993518,0.526659,0.716461,0.523245,0.711816
9.24181,0.993510,0.526175,0.716152,0.522760,0.711504
9.24754,0.993502,0.525691,0.715844,0.522275,0.711192
9.25327,0.993494,0.525208,0.715535,0.521790,0.710880
9.25900,0.993486,0.524724,0.715226,0.521306,0.710567
9.26473,0.993478,0.524240,0.714918,0.520821,0.710255
9.27046,0.993469,0.523756,0.714609,0.520336,0.709942
9.27619,0.993461,0.523272,0.714300,0.519850,0.709629
9.28192,0.993453,0.522788,0.713991,0.519365,0.709316
9.28765,0.993445,0.522304,0.713681,0.518880,0.709003
9.29338,0.993437,0.521819,0.713372,0.518395,0.708690
9.29911,0.993429,0.521335,0.713063,0.517909,0.708377
9.30483,0.993421,0.520851,0.712753,0.517424,0.708064
9.31056,0.993413,0.520366,0.712444,0.516939,0.707751
9.31629,0.993405,0.519882,0.712134,0.516453,0.707438
9.32202,0.993397,0.519397,0.711825,0.515967,0.707124
9.32775,0.993389,0.518913,0.711515,0.515482,0.706811
9.33348,0.993381,0.518428,0.711205,0.514996,0.706497
9.33921,0.993372,0.517943,0.710895,0.514510,0.706183
9.34494,0.993364,0.517458,0.710585,0.514025,0.705870
9.35067,0.993356,0.516973,0.710275,0.513539,0.705556
9.35640,0.993348,0.516489,0.709964,0.513053,0.705242
9.36213,0.993340,0.516004,0.709654,0.512567,0.704928
9.36786,0.993332,0.515518,0.709344,0.512081,0.704614
9.37359,0.993324,0.515033,0.709033,0.511595,0.704299
9.37932,0.993316,0.514548,0.708723,0.511109,0.703985
9.38505,0.993307,0.514063,0.708412,0.510623,0.703671
9.39078,0.993299,0.513578,0.708101,0.510136,0.703356
9.39651,0.993291,0.513092,0.707790,0.509650,0.703042
9.40224,0.993283,0.512607,0.707479,0.509164,0.702727
9.40797,0.993275,0.512122,0.707168,0.508677,0.702412
9.41370,0.993267,0.511636,0.706857,0.508191,0.702098
9.41943,0.993258,0.511150,0.706546,0.507705,0.701783
9.42516,0.993250,0.510665,0.706235,0.507218,0.701468
9.43089,0.993242,0.510179,0.705923,0.506731,0.701153
9.43661,0.993234,0.509693,0.705612,0.506245,0.700838
9.44234,0.993226,0.509208,0.705300,0.505758,0.700522
9.44807,0.993217,0.508722,0.704989,0.505271,0.700207
9.45380,0.993209,0.508236,0.704677,0.504785,0.699892
9.45953,0.993201,0.507750,0.704365,0.504298,0.699576
9.46526,0.993193,0.507264,0.704053,0.503811,0.699261
9.47099,0.993185,0.506778,0.703741,0.503324,0.698945
9.47672,0.993176,0.506292,0.703429,0.502837,0.698629
9.48245,0.993168,0.505806,0.703117,0.502350,0.698313
9.48818,0.993160,0.505320,0.702805,0.501863,0.697998
9.49391,0.993152,0.504833,0.702493,0.501376,0.697682
9.49964,0.993143,0.504347,0.702180,0.500889,0.697366
9.50537,0.993135,0.503861,0.701868,0.500402,0.697049
9.51110,0.993127,0.503374,0.701555,0.499914,0.696733
9.51683,0.993119,0.502888,0.701242,0.499427,0.696417
9.52256,0.993110,0.502401,0.700930,0.498940,0.696101
9.52829,0.993102,0.501915,0.700617,0.498452,0.695784
9.53402,0.993094,0.501428,0.700304,0.497965,0.695468
9.53975,0.993085,0.500941,0.699991,0.497478,0.695151
9.54548,0.993077,0.500455,0.699678,0.496990,0.694834
9.55121,0.993069,0.499968,0.699365,0.496503,0.694517
9.55694,0.993061,0.499481,0.699052,0.496015,0.694201
9.56267,0.993052,0.498994,0.698738,0.495527,0.693884
9.56840,0.993044,0.498507,0.698425,0.495040,0.693567
9.57412,0.993036,0.498020,0.698111,0.494552,0.693249
9.57985,0.993027,0.497533,0.697798,0.494064,0.692932
9.58558,0.993019,0.497046,0.697484,0.493577,0.692615
9.59131,0.993011,0.496559,0.697170,0.493089,0.692298
9.59704,0.993002,0.496072,0.696857,0.492601,0.691980
9.60277,0.992994,0.495585,0.696543,0.492113,0.691663
9.60850,0.992986,0.495098,0.696229,0.491625,0.691345
9.61423,0.992977,0.494611,0.695915,0.491137,0.691028
9.61996,0.992969,0.494123,0.695601,0.490649,0.690710
9.62569,0.992961,0.493636,0.695286,0.490161,0.690392
9.63142,0.992952,0.493149,0.694972,0.489673,0.690074
9.63715,0.992944,0.492661,0.694658,0.489185,0.689756
9.64288,0.992935,0.492174,0.694343,0.488697,0.689438
9.64861,0.992927,0.491686,0.694029,0.488208,0.689120
9.65434,0.992919,0.491199,0.693714,0.487720,0.688802
9.66007,0.992910,0.490711,0.693399,0.487232,0.688483
9.66580,0.992902,0.490223,0.693085,0.486744,0.688165
9.67153,0.992894,0.489736,0.692770,0.486255,0.687847
9.67726,0.992885,0.489248,0.692455,0.485767,0.687528
9.68299,0.992877,0.488760,0.692140,0.485279,0.687210
9.68872,0.992868,0.488272,0.691825,0.484790,0.686891
9.69445,0.992860,0.487784,0.691510,0.484302,0.686572
9.70018,0.992851,0.487297,0.691194,0.483813,0.686253
9.70591,0.992843,0.486809,0.690879,0.483325,0.685934
9.71163,0.992835,0.486321,0.690564,0.482836,0.685615
9.71736,0.992826,0.485833,0.690248,0.482347,0.685296
9.72309,0.992818,0.485345,0.689933,0.481859,0.684977
9.72882,0.992809,0.484857,0.689617,0.481370,0.684658
9.73455,0.992801,0.484368,0.689301,0.480881,0.684339
9.74028,0.992792,0.483880,0.688985,0.480393,0.684019
9.74601,0.992784,0.483392,0.688669,0.479904,0.683700
9.75174,0.992775,0.482904,0.688354,0.479415,0.683380
9.75747,0.992767,0.482416,0.688037,0.478926,0.683061
9.76320,0.992759,0.481927,0.687721,0.478437,0.682741
9.76893,0.992750,0.481439,0.687405,0.477949,0.682422
9.77466,0.992742,0.480951,0.687089,0.477460,0.682102
9.78039,0.992733,0.480462,0.686773,0.476971,0.681782
9.78612,0.992725,0.479974,0.686456,0.476482,0.681462
9.79185,0.992716,0.479485,0.686140,0.475993,0.681142
9.79758,0.992708,0.478997,0.685823,0.475504,0.680822
9.80331,0.992699,0.478508,0.685506,0.475015,0.680502
9.80904,0.992691,0.478020,0.685190,0.474526,0.680181
9.81477,0.992682,0.477531,0.684873,0.474037,0.679861
9.82050,0.992673,0.477043,0.684556,0.473548,0.679541
9.82623,0.992665,0.476554,0.684239,0.473058,0.679220
9.83196,0.992656,0.476065,0.683922,0.472569,0.678900
9.83769,0.992648,0.475577,0.683605,0.472080,0.678579
9.84341,0.992639,0.475088,0.683288,0.471591,0.678258
9.84914,0.992631,0.474599,0.682971,0.471102,0.677938
9.85487,0.992622,0.474110,0.682653,0.470612,0.677617
9.86060,0.992614,0.473621,0.682336,0.470123,0.677296
9.86633,0.992605,0.473133,0.682018,0.469634,0.676975
9.87206,0.992597,0.472644,0.681701,0.469144,0.676654
9.87779,0.992588,0.472155,0.681383,0.468655,0.676333
9.88352,0.992579,0.471666,0.681066,0.468166,0.676012
9.88925,0.992571,0.471177,0.680748,0.467676,0.675690
9.89498,0.992562,0.470688,0.680430,0.467187,0.675369
9.90071,0.992554,0.470199,0.680112,0.466697,0.675048
9.90644,0.992545,0.469710,0.679794,0.466208,0.674726
9.91217,0.992536,0.469221,0.679476,0.465719,0.674405
9.91790,0.992528,0.468732,0.679158,0.465229,0.674083
9.92363,0.992519,0.468242,0.678840,0.464740,0.673761
9.92936,0.992511,0.467753,0.678521,0.464250,0.673440
9.93509,0.992502,0.467264,0.678203,0.463760,0.673118
9.94082,0.992493,0.466775,0.677885,0.463271,0.672796
9.94655,0.992485,0.466286,0.677566,0.462781,0.672474
9.95228,0.992476,0.465796,0.677248,0.462292,0.672152
9.95801,0.992467,0.465307,0.676929,0.461802,0.671830
9.96374,0.992459,0.464818,0.676610,0.461312,0.671508
9.96947,0.992450,0.464328,0.676291,0.460823,0.671186
9.97520,0.992441,0.463839,0.675973,0.460333,0.670863
9.98092,0.992433,0.463350,0.675654,0.459843,0.670541
9.98665,0.992424,0.462860,0.675335,0.459354,0.670218
9.99238,0.992415,0.462371,0.675016,0.458864,0.669896
9.99811,0.992407,0.461881,0.674697,0.458374,0.669573
10.00384,0.992398,0.461392,0.674377,0.457885,0.669251
10.00957,0.992389,0.460903,0.674058,0.457395,0.668928
10.01530,0.992381,0.460413,0.673739,0.456905,0.668605
10.02103,0.992372,0.459923,0.673419,0.456415,0.668282
10.02676,0.992363,0.459434,0.673100,0.455925,0.667960
10.03249,0.992355,0.458944,0.672780,0.455436,0.667637
10.03822,0.992346,0.458455,0.672461,0.454946,0.667314
10.04395,0.992337,0.457965,0.672141,0.454456,0.666990
10.04968,0.992328,0.457476,0.671821,0.453966,0.666667
10.05541,0.992320,0.456986,0.671501,0.453476,0.666344
10.06114,0.992311,0.456496,0.671181,0.452986,0.666021
10.06687,0.992302,0.456007,0.670861,0.452496,0.665697
10.07260,0.992293,0.455517,0.670541,0.452007,0.665374
10.07833,0.992285,0.455027,0.670221,0.451517,0.665050
10.08406,0.992276,0.454538,0.669901,0.451027,0.664727
10.08979,0.992267,0.454048,0.669581,0.450537,0.664403
10.09552,0.992258,0.453558,0.669261,0.450047,0.664080
10.10125,0.992250,0.453068,0.668940,0.449557,0.663756
10.10698,0.992241,0.452579,0.668620,0.449067,0.663432
10.11271,0.992232,0.452089,0.668299,0.448577,0.663108
10.11843,0.992223,0.451599,0.667979,0.448087,0.662784
10.12416,0.992215,0.451109,0.667658,0.447597,0.662460
10.12989,0.992206,0.450619,0.667337,0.447107,0.662136
10.13562,0.992197,0.450130,0.667017,0.446617,0.661812
10.14135,0.992188,0.449640,0.666696,0.446127,0.661488
10.14708,0.992179,0.449150,0.666375,0.445637,0.661163
10.15281,0.992171,0.448660,0.666054,0.445147,0.660839
10.15854,0.992162,0.448170,0.665733,0.444657,0.660515
10.16427,0.992153,0.447680,0.665412,0.444167,0.660190
10.17000,0.992144,0.447190,0.665091,0.443677,0.659866
10.17573,0.992135,0.446700,0.664769,0.443187,0.659541
10.18146,0.992126,0.446210,0.664448,0.442697,0.659216
10.18719,0.992118,0.445720,0.664127,0.442207,0.658892
10.19292,0.992109,0.445231,0.663805,0.441717,0.658567
10.19865,0.992100,0.444741,0.663484,0.441227,0.658242
10.20438,0.992091,0.444251,0.663162,0.440737,0.657917
10.21011,0.992082,0.443761,0.662840,0.440247,0.657592
10.21584,0.992073,0.443271,0.662519,0.439757,0.657267
10.22157,0.992064,0.442781,0.662197,0.439267,0.656942
10.22730,0.992056,0.442291,0.661875,0.438777,0.656617
10.23303,0.992047,0.441801,0.661553,0.438287,0.656292
10.23876,0.992038,0.441311,0.661231,0.437797,0.655967
10.24449,0.992029,0.440821,0.660909,0.437307,0.655641
10.25021,0.992020,0.440331,0.660587,0.436817,0.655316
10.25594,0.992011,0.439841,0.660265,0.436327,0.654990
10.26167,0.992002,0.439351,0.659943,0.435837,0.654665
10.26740,0.991993,0.438860,0.659621,0.435347,0.654339
10.27313,0.991984,0.438370,0.659298,0.434857,0.654014
10.27886,0.991975,0.437880,0.658976,0.434367,0.653688
10.28459,0.991967,0.437390,0.658653,0.433877,0.653362
10.29032,0.991958,0.436900,0.658331,0.433387,0.653036
10.29605,0.991949,0.436410,0.658008,0.432897,0.652711
10.30178,0.991940,0.435920,0.657686,0.432407,0.652385
10.30751,0.991931,0.435430,0.657363,0.431917,0.652059
10.31324,0.991922,0.434940,0.657040,0.431427,0.651733
10.31897,0.991913,0.434450,0.656717,0.430937,0.651406
10.32470,0.991904,0.433960,0.656395,0.430447,0.651080
10.33043,0.991895,0.433470,0.656072,0.429957,0.650754
10.33616,0.991886,0.432980,0.655749,0.429467,0.650428
10.34189,0.991877,0.432490,0.655425,0.428977,0.650101
10.34762,0.991868,0.432000,0.655102,0.428487,0.649775
10.35335,0.991859,0.431510,0.654779,0.427997,0.649449
10.35908,0.991850,0.431019,0.654456,0.427507,0.649122
10.36481,0.991841,0.430529,0.654133,0.427017,0.648796
10.37054,0.991832,0.430039,0.653809,0.426527,0.648469
10.37627,0.991823,0.429549,0.653486,0.426037,0.648142
10.38200,0.991814,0.429059,0.653162,0.425547,0.647816
10.38772,0.991805,0.428569,0.652839,0.425057,0.647489
10.39345,0.991796,0.428079,0.652515,0.424567,0.647162
10.39918,0.991787,0.427589,0.652191,0.424077,0.646835
10.40491,0.991778,0.427099,0.651868,0.423587,0.646508
10.41064,0.991769,0.426609,0.651544,0.423097,0.646181
10.41637,0.991760,0.426119,0.651220,0.422608,0.645854
10.42210,0.991751,0.425629,0.650896,0.422118,0.645527
10.42783,0.991742,0.425139,0.650572,0.421628,0.645200
10.43356,0.991733,0.424649,0.650248,0.421138,0.644872
10.43929,0.991724,0.424159,0.649924,0.420648,0.644545
10.44502,0.991715,0.423669,0.649600,0.420158,0.644218
10.45075,0.991706,0.423179,0.649276,0.419669,0.643890
10.45648,0.991697,0.422689,0.648951,0.419179,0.643563
10.46221,0.991687,0.422199,0.648627,0.418689,0.643235
10.46794,0.991678,0.421709,0.648303,0.418199,0.642908
10.47367,0.991669,0.421219,0.647978,0.417710,0.642580
10.47940,0.991660,0.420729,0.647654,0.417220,0.642252
10.48513,0.991651,0.420239,0.647329,0.416730,0.641925
10.49086,0.991642,0.419749,0.647005,0.416240,0.641597
10.49659,0.991633,0.419259,0.646680,0.415751,0.641269
10.50232,0.991624,0.418769,0.646355,0.415261,0.640941
10.50805,0.991615,0.418279,0.646030,0.414771,0.640613
10.51378,0.991606,0.417789,0.645706,0.414282,0.640285
10.51951,0.991596,0.417299,0.645381,0.413792,0.639957
10.52523,0.991587,0.416809,0.645056,0.413303,0.639629
10.53096,0.991578,0.416319,0.644731,0.412813,0.639301
10.53669,0.991569,0.415829,0.644406,0.412323,0.638973
10.54242,0.991560,0.415339,0.644081,0.411834,0.638645
10.54815,0.991551,0.414850,0.643756,0.411344,0.638316
10.55388,0.991542,0.414360,0.643430,0.410855,0.637988
10.55961,0.991532,0.413870,0.643105,0.410365,0.637659
10.56534,0.991523,0.413380,0.642780,0.409876,0.637331
10.57107,0.991514,0.412890,0.642454,0.409386,0.637002
10.57680,0.991505,0.412400,0.642129,0.408897,0.636674
10.58253,0.991496,0.411911,0.641803,0.408408,0.636345
10.58826,0.991487,0.411421,0.641478,0.407918,0.636017
10.59399,0.991477,0.410931,0.641152,0.407429,0.635688
