theta_deg,F1,FC_E,FC_H,F_E,F_H
75.49865,0.625201,0.090228,0.001326,0.056411,0.000829
75.50438,0.625153,0.090224,0.001332,0.056404,0.000833
75.51011,0.625105,0.090220,0.001337,0.056397,0.000836
75.51584,0.625056,0.090216,0.001343,0.056390,0.000840
75.52157,0.625008,0.090212,0.001349,0.056383,0.000843
75.52730,0.624959,0.090208,0.001355,0.056376,0.000847
75.53303,0.624911,0.090204,0.001361,0.056369,0.000850
75.53876,0.624863,0.090200,0.001366,0.056363,0.000854
75.54449,0.624814,0.090196,0.001372,0.056356,0.000857
75.55021,0.624766,0.090192,0.001378,0.056349,0.000861
75.55594,0.624717,0.090188,0.001384,0.056342,0.000864
75.56167,0.624669,0.090184,0.001390,0.056335,0.000868
75.56740,0.624620,0.090180,0.001395,0.056328,0.000872
75.57313,0.624572,0.090176,0.001401,0.056321,0.000875
75.57886,0.624524,0.090171,0.001407,0.056314,0.000879
75.58459,0.624475,0.090167,0.001413,0.056307,0.000882
75.59032,0.624427,0.090163,0.001418,0.056300,0.000886
75.59605,0.624378,0.090159,0.001424,0.056293,0.000889
75.60178,0.624330,0.090155,0.001430,0.056287,0.000893
75.60751,0.624281,0.090151,0.001436,0.056280,0.000896
75.61324,0.624233,0.090147,0.001441,0.056273,0.000900
75.61897,0.624185,0.090143,0.001447,0.056266,0.000903
75.62470,0.624136,0.090139,0.001453,0.056259,0.000907
75.63043,0.624088,0.090135,0.001459,0.056252,0.000910
75.63616,0.624039,0.090130,0.001464,0.056245,0.000914
75.64189,0.623991,0.090126,0.001470,0.056238,0.000917
75.64762,0.623942,0.090122,0.001476,0.056231,0.000921
75.65335,0.623894,0.090118,0.001482,0.056224,0.000924
75.65908,0.623846,0.090114,0.001487,0.056217,0.000928
75.66481,0.623797,0.090110,0.001493,0.056210,0.000931
75.67054,0.623749,0.090106,0.001499,0.056203,0.000935
75.67627,0.623700,0.090101,0.001504,0.056196,0.000938
75.68200,0.623652,0.090097,0.001510,0.056189,0.000942
75.68772,0.623603,0.090093,0.001516,0.056182,0.000945
75.69345,0.623555,0.090089,0.001522,0.056175,0.000949
75.69918,0.623506,0.090085,0.001527,0.056168,0.000952
75.70491,0.623458,0.090080,0.001533,0.056161,0.000956
75.71064,0.623410,0.090076,0.001539,0.056154,0.000959
75.71637,0.623361,0.090072,0.001544,0.056147,0.000963
75.72210,0.623313,0.090068,0.001550,0.056140,0.000966
75.72783,0.623264,0.090064,0.001556,0.056133,0.000970
75.73356,0.623216,0.090059,0.001561,0.056126,0.000973
75.73929,0.623167,0.090055,0.001567,0.056119,0.000977
75.74502,0.623119,0.090051,0.001573,0.056112,0.000980
75.75075,0.623070,0.090047,0.001579,0.056105,0.000984
75.75648,0.623022,0.090042,0.001584,0.056098,0.000987
75.76221,0.622973,0.090038,0.001590,0.056091,0.000990
75.76794,0.622925,0.090034,0.001596,0.056084,0.000994
75.77367,0.622876,0.090030,0.001601,0.056077,0.000997
75.77940,0.622828,0.090025,0.001607,0.056070,0.001001
75.78513,0.622780,0.090021,0.001613,0.056063,0.001004
75.79086,0.622731,0.090017,0.001618,0.056056,0.001008
75.79659,0.622683,0.090013,0.001624,0.056049,0.001011
75.80232,0.622634,0.090008,0.001629,0.056042,0.001015
75.80805,0.622586,0.090004,0.001635,0.056035,0.001018
75.81378,0.622537,0.090000,0.001641,0.056028,0.001021
75.81951,0.622489,0.089995,0.001646,0.056021,0.001025
75.82523,0.622440,0.089991,0.001652,0.056014,0.001028
75.83096,0.622392,0.089987,0.001658,0.056007,0.001032
75.83669,0.622343,0.089983,0.001663,0.056000,0.001035
75.84242,0.622295,0.089978,0.001669,0.055993,0.001039
75.84815,0.622246,0.089974,0.001675,0.055986,0.001042
75.85388,0.622198,0.089970,0.001680,0.055979,0.001045
75.85961,0.622149,0.089965,0.001686,0.055972,0.001049
75.86534,0.622101,0.089961,0.001691,0.055965,0.001052
75.87107,0.622052,0.089957,0.001697,0.055958,0.001056
75.87680,0.622004,0.089952,0.001703,0.055951,0.001059
75.88253,0.621955,0.089948,0.001708,0.055944,0.001062
75.88826,0.621907,0.089943,0.001714,0.055936,0.001066
75.89399,0.621858,0.089939,0.001720,0.055929,0.001069
75.89972,0.621810,0.089935,0.001725,0.055922,0.001073
75.90545,0.621761,0.089930,0.001731,0.055915,0.001076
75.91118,0.621713,0.089926,0.001736,0.055908,0.001079
75.91691,0.621664,0.089922,0.001742,0.055901,0.001083
75.92264,0.621616,0.089917,0.001747,0.055894,0.001086
75.92837,0.621567,0.089913,0.001753,0.055887,0.001090
75.93410,0.621519,0.089908,0.001759,0.055880,0.001093
75.93983,0.621470,0.089904,0.001764,0.055873,0.001096
75.94556,0.621422,0.089900,0.001770,0.055866,0.001100
75.95129,0.621373,0.089895,0.001775,0.055858,0.001103
75.95701,0.621325,0.089891,0.001781,0.055851,0.001107
75.96274,0.621276,0.089886,0.001787,0.055844,0.001110
75.96847,0.621228,0.089882,0.001792,0.055837,0.001113
75.97420,0.621179,0.089877,0.001798,0.055830,0.001117
75.97993,0.621131,0.089873,0.001803,0.055823,0.001120
75.98566,0.621082,0.089869,0.001809,0.055816,0.001123
75.99139,0.621034,0.089864,0.001814,0.055809,0.001127
75.99712,0.620985,0.089860,0.001820,0.055802,0.001130
76.00285,0.620937,0.089855,0.001825,0.055794,0.001133
76.00858,0.620888,0.089851,0.001831,0.055787,0.001137
76.01431,0.620840,0.089846,0.001837,0.055780,0.001140
76.02004,0.620791,0.089842,0.001842,0.055773,0.001144
76.02577,0.620743,0.089837,0.001848,0.055766,0.001147
76.03150,0.620694,0.089833,0.001853,0.055759,0.001150
76.03723,0.620646,0.089828,0.001859,0.055752,0.001154
76.04296,0.620597,0.089824,0.001864,0.055744,0.001157
76.04869,0.620549,0.089819,0.001870,0.055737,0.001160
76.05442,0.620500,0.089815,0.001875,0.055730,0.001164
76.06015,0.620452,0.089810,0.001881,0.055723,0.001167
76.06588,0.620403,0.089806,0.001886,0.055716,0.001170
76.07161,0.620355,0.089801,0.001892,0.055709,0.001174
76.07734,0.620306,0.089797,0.001897,0.055702,0.001177
76.08307,0.620257,0.089792,0.001903,0.055694,0.001180
76.08880,0.620209,0.089788,0.001908,0.055687,0.001184
76.09452,0.620160,0.089783,0.001914,0.055680,0.001187
76.10025,0.620112,0.089779,0.001919,0.055673,0.001190
76.10598,0.620063,0.089774,0.001925,0.055666,0.001193
76.11171,0.620015,0.089770,0.001930,0.055658,0.001197
76.11744,0.619966,0.089765,0.001936,0.055651,0.001200
76.12317,0.619918,0.089761,0.001941,0.055644,0.001203
76.12890,0.619869,0.089756,0.001947,0.055637,0.001207
76.13463,0.619821,0.089751,0.001952,0.055630,0.001210
76.14036,0.619772,0.089747,0.001958,0.055623,0.001213
76.14609,0.619724,0.089742,0.001963,0.055615,0.001217
76.15182,0.619675,0.089738,0.001969,0.055608,0.001220
76.15755,0.619626,0.089733,0.001974,0.055601,0.001223
76.16328,0.619578,0.089728,0.001980,0.055594,0.001227
76.16901,0.619529,0.089724,0.001985,0.055587,0.001230
76.17474,0.619481,0.089719,0.001991,0.055579,0.001233
76.18047,0.619432,0.089715,0.001996,0.055572,0.001236
76.18620,0.619384,0.089710,0.002001,0.055565,0.001240
76.19193,0.619335,0.089705,0.002007,0.055558,0.001243
76.19766,0.619287,0.089701,0.002012,0.055551,0.001246
76.20339,0.619238,0.089696,0.002018,0.055543,0.001249
76.20912,0.619189,0.089692,0.002023,0.055536,0.001253
76.21485,0.619141,0.089687,0.002029,0.055529,0.001256
76.22058,0.619092,0.089682,0.002034,0.055522,0.001259
76.22631,0.619044,0.089678,0.002040,0.055514,0.001263
76.23203,0.618995,0.089673,0.002045,0.055507,0.001266
76.23776,0.618947,0.089668,0.002050,0.055500,0.001269
76.24349,0.618898,0.089664,0.002056,0.055493,0.001272
76.24922,0.618850,0.089659,0.002061,0.055485,0.001276
76.25495,0.618801,0.089654,0.002067,0.055478,0.001279
76.26068,0.618752,0.089650,0.002072,0.055471,0.001282
76.26641,0.618704,0.089645,0.002077,0.055464,0.001285
76.27214,0.618655,0.089640,0.002083,0.055457,0.001289
76.27787,0.618607,0.089636,0.002088,0.055449,0.001292
76.28360,0.618558,0.089631,0.002094,0.055442,0.001295
76.28933,0.618510,0.089626,0.002099,0.055435,0.001298
76.29506,0.618461,0.089622,0.002105,0.055427,0.001302
76.30079,0.618412,0.089617,0.002110,0.055420,0.001305
76.30652,0.618364,0.089612,0.002115,0.055413,0.001308
76.31225,0.618315,0.089608,0.002121,0.055406,0.001311
76.31798,0.618267,0.089603,0.002126,0.055398,0.001314
76.32371,0.618218,0.089598,0.002131,0.055391,0.001318
76.32944,0.618169,0.089593,0.002137,0.055384,0.001321
76.33517,0.618121,0.089589,0.002142,0.055377,0.001324
76.34090,0.618072,0.089584,0.002148,0.055369,0.001327
76.34663,0.618024,0.089579,0.002153,0.055362,0.001331
76.35236,0.617975,0.089574,0.002158,0.055355,0.001334
76.35809,0.617927,0.089570,0.002164,0.055348,0.001337
76.36381,0.617878,0.089565,0.002169,0.055340,0.001340
76.36954,0.617829,0.089560,0.002174,0.055333,0.001343
76.37527,0.617781,0.089555,0.002180,0.055326,0.001347
76.38100,0.617732,0.089551,0.002185,0.055318,0.001350
76.38673,0.617684,0.089546,0.002191,0.055311,0.001353
76.39246,0.617635,0.089541,0.002196,0.055304,0.001356
76.39819,0.617586,0.089536,0.002201,0.055296,0.001359
76.40392,0.617538,0.089532,0.002207,0.055289,0.001363
76.40965,0.617489,0.089527,0.002212,0.055282,0.001366
76.41538,0.617441,0.089522,0.002217,0.055275,0.001369
76.42111,0.617392,0.089517,0.002223,0.055267,0.001372
76.42684,0.617343,0.089512,0.002228,0.055260,0.001375
76.43257,0.617295,0.089508,0.002233,0.055253,0.001379
76.43830,0.617246,0.089503,0.002239,0.055245,0.001382
76.44403,0.617198,0.089498,0.002244,0.055238,0.001385
76.44976,0.617149,0.089493,0.002249,0.055231,0.001388
76.45549,0.617100,0.089488,0.002255,0.055223,0.001391
76.46122,0.617052,0.089484,0.002260,0.055216,0.001394
76.46695,0.617003,0.089479,0.002265,0.055209,0.001398
76.47268,0.616955,0.089474,0.002270,0.055201,0.001401
76.47841,0.616906,0.089469,0.002276,0.055194,0.001404
76.48414,0.616857,0.089464,0.002281,0.055187,0.001407
76.48987,0.616809,0.089459,0.002286,0.055179,0.001410
76.49560,0.616760,0.089455,0.002292,0.055172,0.001413
76.50132,0.616711,0.089450,0.002297,0.055165,0.001417
76.50705,0.616663,0.089445,0.002302,0.055157,0.001420
76.51278,0.616614,0.089440,0.002308,0.055150,0.001423
76.51851,0.616566,0.089435,0.002313,0.055143,0.001426
76.52424,0.616517,0.089430,0.002318,0.055135,0.001429
76.52997,0.616468,0.089425,0.002323,0.055128,0.001432
76.53570,0.616420,0.089421,0.002329,0.055121,0.001435
76.54143,0.616371,0.089416,0.002334,0.055113,0.001439
76.54716,0.616322,0.089411,0.002339,0.055106,0.001442
76.55289,0.616274,0.089406,0.002345,0.055099,0.001445
76.55862,0.616225,0.089401,0.002350,0.055091,0.001448
76.56435,0.616177,0.089396,0.002355,0.055084,0.001451
76.57008,0.616128,0.089391,0.002360,0.055076,0.001454
76.57581,0.616079,0.089386,0.002366,0.055069,0.001457
76.58154,0.616031,0.089381,0.002371,0.055062,0.001460
76.58727,0.615982,0.089377,0.002376,0.055054,0.001464
76.59300,0.615933,0.089372,0.002381,0.055047,0.001467
76.59873,0.615885,0.089367,0.002387,0.055040,0.001470
76.60446,0.615836,0.089362,0.002392,0.055032,0.001473
76.61019,0.615787,0.089357,0.002397,0.055025,0.001476
76.61592,0.615739,0.089352,0.002402,0.055017,0.001479
76.62165,0.615690,0.089347,0.002408,0.055010,0.001482
76.62738,0.615642,0.089342,0.002413,0.055003,0.001485
76.63311,0.615593,0.089337,0.002418,0.054995,0.001488
76.63883,0.615544,0.089332,0.002423,0.054988,0.001492
76.64456,0.615496,0.089327,0.002428,0.054981,0.001495
76.65029,0.615447,0.089322,0.002434,0.054973,0.001498
76.65602,0.615398,0.089317,0.002439,0.054966,0.001501
76.66175,0.615350,0.089312,0.002444,0.054958,0.001504
76.66748,0.615301,0.089307,0.002449,0.054951,0.001507
76.67321,0.615252,0.089302,0.002454,0.054944,0.001510
76.67894,0.615204,0.089298,0.002460,0.054936,0.001513
76.68467,0.615155,0.089293,0.002465,0.054929,0.001516
76.69040,0.615106,0.089288,0.002470,0.054921,0.001519
76.69613,0.615058,0.089283,0.002475,0.054914,0.001522
76.70186,0.615009,0.089278,0.002480,0.054907,0.001526
76.70759,0.614960,0.089273,0.002486,0.054899,0.001529
76.71332,0.614912,0.089268,0.002491,0.054892,0.001532
76.71905,0.614863,0.089263,0.002496,0.054884,0.001535
76.72478,0.614814,0.089258,0.002501,0.054877,0.001538
76.73051,0.614766,0.089253,0.002506,0.054869,0.001541
76.73624,0.614717,0.089248,0.002512,0.054862,0.001544
76.74197,0.614668,0.089243,0.002517,0.054855,0.001547
76.74770,0.614620,0.089238,0.002522,0.054847,0.001550
76.75343,0.614571,0.089233,0.002527,0.054840,0.001553
76.75916,0.614522,0.089228,0.002532,0.054832,0.001556
76.76489,0.614474,0.089222,0.002537,0.054825,0.001559
76.77061,0.614425,0.089217,0.002543,0.054817,0.001562
76.77634,0.614376,0.089212,0.002548,0.054810,0.001565
76.78207,0.614328,0.089207,0.002553,0.054803,0.001568
76.78780,0.614279,0.089202,0.002558,0.054795,0.001571
76.79353,0.614230,0.089197,0.002563,0.054788,0.001574
76.79926,0.614182,0.089192,0.002568,0.054780,0.001577
76.80499,0.614133,0.089187,0.002573,0.054773,0.001580
76.81072,0.614084,0.089182,0.002579,0.054765,0.001584
76.81645,0.614036,0.089177,0.002584,0.054758,0.001587
76.82218,0.613987,0.089172,0.002589,0.054750,0.001590
76.82791,0.613938,0.089167,0.002594,0.054743,0.001593
76.83364,0.613890,0.089162,0.002599,0.054736,0.001596
76.83937,0.613841,0.089157,0.002604,0.054728,0.001599
76.84510,0.613792,0.089152,0.002609,0.054721,0.001602
76.85083,0.613744,0.089147,0.002615,0.054713,0.001605
76.85656,0.613695,0.089142,0.002620,0.054706,0.001608
76.86229,0.613646,0.089136,0.002625,0.054698,0.001611
76.86802,0.613597,0.089131,0.002630,0.054691,0.001614
76.87375,0.613549,0.089126,0.002635,0.054683,0.001617
76.87948,0.613500,0.089121,0.002640,0.054676,0.001620
76.88521,0.613451,0.089116,0.002645,0.054668,0.001623
76.89094,0.613403,0.089111,0.002650,0.054661,0.001626
76.89667,0.613354,0.089106,0.002655,0.054653,0.001629
76.90240,0.613305,0.089101,0.002660,0.054646,0.001632
76.90812,0.613257,0.089096,0.002666,0.054638,0.001635
76.91385,0.613208,0.089090,0.002671,0.054631,0.001638
76.91958,0.613159,0.089085,0.002676,0.054624,0.001641
76.92531,0.613110,0.089080,0.002681,0.054616,0.001644
76.93104,0.613062,0.089075,0.002686,0.054609,0.001647
76.93677,0.613013,0.089070,0.002691,0.054601,0.001650
76.94250,0.612964,0.089065,0.002696,0.054594,0.001653
76.94823,0.612916,0.089060,0.002701,0.054586,0.001656
76.95396,0.612867,0.089055,0.002706,0.054579,0.001659
76.95969,0.612818,0.089049,0.002711,0.054571,0.001662
76.96542,0.612770,0.089044,0.002716,0.054564,0.001664
76.97115,0.612721,0.089039,0.002721,0.054556,0.001667
76.97688,0.612672,0.089034,0.002726,0.054549,0.001670
76.98261,0.612623,0.089029,0.002732,0.054541,0.001673
76.98834,0.612575,0.089024,0.002737,0.054534,0.001676
76.99407,0.612526,0.089018,0.002742,0.054526,0.001679
76.99980,0.612477,0.089013,0.002747,0.054519,0.001682
77.00553,0.612429,0.089008,0.002752,0.054511,0.001685
77.01126,0.612380,0.089003,0.002757,0.054504,0.001688
77.01699,0.612331,0.088998,0.002762,0.054496,0.001691
77.02272,0.612282,0.088992,0.002767,0.054489,0.001694
77.02845,0.612234,0.088987,0.002772,0.054481,0.001697
77.03418,0.612185,0.088982,0.002777,0.054474,0.001700
77.03991,0.612136,0.088977,0.002782,0.054466,0.001703
77.04563,0.612087,0.088972,0.002787,0.054458,0.001706
77.05136,0.612039,0.088967,0.002792,0.054451,0.001709
77.05709,0.611990,0.088961,0.002797,0.054443,0.001712
77.06282,0.611941,0.088956,0.002802,0.054436,0.001715
77.06855,0.611893,0.088951,0.002807,0.054428,0.001718
77.07428,0.611844,0.088946,0.002812,0.054421,0.001720
77.08001,0.611795,0.088940,0.002817,0.054413,0.001723
77.08574,0.611746,0.088935,0.002822,0.054406,0.001726
77.09147,0.611698,0.088930,0.002827,0.054398,0.001729
77.09720,0.611649,0.088925,0.002832,0.054391,0.001732
77.10293,0.611600,0.088920,0.002837,0.054383,0.001735
77.10866,0.611551,0.088914,0.002842,0.054376,0.001738
77.11439,0.611503,0.088909,0.002847,0.054368,0.001741
77.12012,0.611454,0.088904,0.002852,0.054361,0.001744
77.12585,0.611405,0.088899,0.002857,0.054353,0.001747
77.13158,0.611356,0.088893,0.002862,0.054345,0.001750
77.13731,0.611308,0.088888,0.002867,0.054338,0.001753
77.14304,0.611259,0.088883,0.002872,0.054330,0.001755
77.14877,0.611210,0.088878,0.002877,0.054323,0.001758
77.15450,0.611161,0.088872,0.002882,0.054315,0.001761
77.16023,0.611113,0.088867,0.002887,0.054308,0.001764
77.16596,0.611064,0.088862,0.002892,0.054300,0.001767
77.17169,0.611015,0.088856,0.002897,0.054293,0.001770
77.17742,0.610966,0.088851,0.002902,0.054285,0.001773
77.18314,0.610918,0.088846,0.002907,0.054278,0.001776
77.18887,0.610869,0.088841,0.002912,0.054270,0.001779
77.19460,0.610820,0.088835,0.002917,0.054262,0.001781
77.20033,0.610771,0.088830,0.002921,0.054255,0.001784
77.20606,0.610723,0.088825,0.002926,0.054247,0.001787
77.21179,0.610674,0.088819,0.002931,0.054240,0.001790
77.21752,0.610625,0.088814,0.002936,0.054232,0.001793
77.22325,0.610576,0.088809,0.002941,0.054225,0.001796
77.22898,0.610528,0.088804,0.002946,0.054217,0.001799
77.23471,0.610479,0.088798,0.002951,0.054209,0.001802
77.24044,0.610430,0.088793,0.002956,0.054202,0.001804
77.24617,0.610381,0.088788,0.002961,0.054194,0.001807
77.25190,0.610333,0.088782,0.002966,0.054187,0.001810
77.25763,0.610284,0.088777,0.002971,0.054179,0.001813
77.26336,0.610235,0.088772,0.002976,0.054172,0.001816
77.26909,0.610186,0.088766,0.002981,0.054164,0.001819
77.27482,0.610137,0.088761,0.002986,0.054156,0.001822
77.28055,0.610089,0.088756,0.002990,0.054149,0.001824
77.28628,0.610040,0.088750,0.002995,0.054141,0.001827
77.29201,0.609991,0.088745,0.003000,0.054134,0.001830
77.29774,0.609942,0.088740,0.003005,0.054126,0.001833
77.30347,0.609894,0.088734,0.003010,0.054118,0.001836
77.30920,0.609845,0.088729,0.003015,0.054111,0.001839
77.31492,0.609796,0.088724,0.003020,0.054103,0.001841
77.32065,0.609747,0.088718,0.003025,0.054096,0.001844
77.32638,0.609698,0.088713,0.003030,0.054088,0.001847
77.33211,0.609650,0.088708,0.003034,0.054081,0.001850
77.33784,0.609601,0.088702,0.003039,0.054073,0.001853
77.34357,0.609552,0.088697,0.003044,0.054065,0.001856
77.34930,0.609503,0.088691,0.003049,0.054058,0.001858
77.35503,0.609455,0.088686,0.003054,0.054050,0.001861
77.36076,0.609406,0.088681,0.003059,0.054043,0.001864
77.36649,0.609357,0.088675,0.003064,0.054035,0.001867
77.37222,0.609308,0.088670,0.003069,0.054027,0.001870
77.37795,0.609259,0.088665,0.003073,0.054020,0.001873
77.38368,0.609211,0.088659,0.003078,0.054012,0.001875
77.38941,0.609162,0.088654,0.003083,0.054005,0.001878
77.39514,0.609113,0.088648,0.003088,0.053997,0.001881
77.40087,0.609064,0.088643,0.003093,0.053989,0.001884
77.40660,0.609015,0.088638,0.003098,0.053982,0.001887
77.41233,0.608967,0.088632,0.003103,0.053974,0.001889
77.41806,0.608918,0.088627,0.003107,0.053966,0.001892
77.42379,0.608869,0.088621,0.003112,0.053959,0.001895
77.42952,0.608820,0.088616,0.003117,0.053951,0.001898
77.43525,0.608771,0.088611,0.003122,0.053944,0.001900
77.44098,0.608723,0.088605,0.003127,0.053936,0.001903
77.44671,0.608674,0.088600,0.003131,0.053928,0.001906
77.45243,0.608625,0.088594,0.003136,0.053921,0.001909
77.45816,0.608576,0.088589,0.003141,0.053913,0.001912
77.46389,0.608527,0.088584,0.003146,0.053905,0.001914
77.46962,0.608479,0.088578,0.003151,0.053898,0.001917
77.47535,0.608430,0.088573,0.003156,0.053890,0.001920
77.48108,0.608381,0.088567,0.003160,0.053883,0.001923
77.48681,0.608332,0.088562,0.003165,0.053875,0.001925
77.49254,0.608283,0.088556,0.003170,0.053867,0.001928
77.49827,0.608235,0.088551,0.003175,0.053860,0.001931
77.50400,0.608186,0.088545,0.003180,0.053852,0.001934
77.50973,0.608137,0.088540,0.003184,0.053844,0.001937
77.51546,0.608088,0.088535,0.003189,0.053837,0.001939
77.52119,0.608039,0.088529,0.003194,0.053829,0.001942
77.52692,0.607990,0.088524,0.003199,0.053822,0.001945
77.53265,0.607942,0.088518,0.003204,0.053814,0.001948
77.53838,0.607893,0.088513,0.003208,0.053806,0.001950
77.54411,0.607844,0.088507,0.003213,0.053799,0.001953
77.54984,0.607795,0.088502,0.003218,0.053791,0.001956
77.55557,0.607746,0.088496,0.003223,0.053783,0.001959
77.56130,0.607698,0.088491,0.003227,0.053776,0.001961
77.56703,0.607649,0.088485,0.003232,0.053768,0.001964
77.57276,0.607600,0.088480,0.003237,0.053760,0.001967
77.57849,0.607551,0.088474,0.003242,0.053753,0.001970
77.58422,0.607502,0.088469,0.003246,0.053745,0.001972
77.58994,0.607453,0.088464,0.003251,0.053737,0.001975
77.59567,0.607405,0.088458,0.003256,0.053730,0.001978
77.60140,0.607356,0.088453,0.003261,0.053722,0.001980
77.60713,0.607307,0.088447,0.003265,0.053714,0.001983
77.61286,0.607258,0.088442,0.003270,0.053707,0.001986
77.61859,0.607209,0.088436,0.003275,0.053699,0.001989
77.62432,0.607160,0.088431,0.003280,0.053692,0.001991
77.63005,0.607112,0.088425,0.003284,0.053684,0.001994
77.63578,0.607063,0.088420,0.003289,0.053676,0.001997
77.64151,0.607014,0.088414,0.003294,0.053669,0.001999
77.64724,0.606965,0.088409,0.003299,0.053661,0.002002
77.65297,0.606916,0.088403,0.003303,0.053653,0.002005
77.65870,0.606867,0.088398,0.003308,0.053646,0.002008
77.66443,0.606818,0.088392,0.003313,0.053638,0.002010
77.67016,0.606770,0.088386,0.003318,0.053630,0.002013
77.67589,0.606721,0.088381,0.003322,0.053623,0.002016
77.68162,0.606672,0.088375,0.003327,0.053615,0.002018
77.68735,0.606623,0.088370,0.003332,0.053607,0.002021
77.69308,0.606574,0.088364,0.003336,0.053600,0.002024
77.69881,0.606525,0.088359,0.003341,0.053592,0.002026
77.70454,0.606477,0.088353,0.003346,0.053584,0.002029
77.71027,0.606428,0.088348,0.003350,0.053577,0.002032
77.71600,0.606379,0.088342,0.003355,0.053569,0.002034
77.72172,0.606330,0.088337,0.003360,0.053561,0.002037
77.72745,0.606281,0.088331,0.003365,0.053554,0.002040
77.73318,0.606232,0.088326,0.003369,0.053546,0.002043
77.73891,0.606183,0.088320,0.003374,0.053538,0.002045
77.74464,0.606135,0.088315,0.003379,0.053530,0.002048
77.75037,0.606086,0.088309,0.003383,0.053523,0.002051
77.75610,0.606037,0.088303,0.003388,0.053515,0.002053
77.76183,0.605988,0.088298,0.003393,0.053507,0.002056
77.76756,0.605939,0.088292,0.003397,0.053500,0.002059
77.77329,0.605890,0.088287,0.003402,0.053492,0.002061
77.77902,0.605841,0.088281,0.003407,0.053484,0.002064
77.78475,0.605792,0.088276,0.003411,0.053477,0.002067
77.79048,0.605744,0.088270,0.003416,0.053469,0.002069
77.79621,0.605695,0.088264,0.003421,0.053461,0.002072
77.80194,0.605646,0.088259,0.003425,0.053454,0.002074
77.80767,0.605597,0.088253,0.003430,0.053446,0.002077
77.81340,0.605548,0.088248,0.003435,0.053438,0.002080
77.81913,0.605499,0.088242,0.003439,0.053431,0.002082
77.82486,0.605450,0.088237,0.003444,0.053423,0.002085
77.83059,0.605401,0.088231,0.003448,0.053415,0.002088
77.83632,0.605353,0.088225,0.003453,0.053407,0.002090
77.84205,0.605304,0.088220,0.003458,0.053400,0.002093
77.84778,0.605255,0.088214,0.003462,0.053392,0.002096
77.85351,0.605206,0.088209,0.003467,0.053384,0.002098
77.85923,0.605157,0.088203,0.003472,0.053377,0.002101
77.86496,0.605108,0.088197,0.003476,0.053369,0.002103
77.87069,0.605059,0.088192,0.003481,0.053361,0.002106
77.87642,0.605010,0.088186,0.003485,0.053354,0.002109
77.88215,0.604962,0.088181,0.003490,0.053346,0.002111
77.88788,0.604913,0.088175,0.003495,0.053338,0.002114
77.89361,0.604864,0.088169,0.003499,0.053330,0.002117
77.89934,0.604815,0.088164,0.003504,0.053323,0.002119
77.90507,0.604766,0.088158,0.003509,0.053315,0.002122
77.91080,0.604717,0.088153,0.003513,0.053307,0.002124
77.91653,0.604668,0.088147,0.003518,0.053300,0.002127
77.92226,0.604619,0.088141,0.003522,0.053292,0.002130
77.92799,0.604570,0.088136,0.003527,0.053284,0.002132
77.93372,0.604522,0.088130,0.003531,0.053277,0.002135
77.93945,0.604473,0.088124,0.003536,0.053269,0.002137
77.94518,0.604424,0.088119,0.003541,0.053261,0.002140
77.95091,0.604375,0.088113,0.003545,0.053253,0.002143
77.95664,0.604326,0.088108,0.003550,0.053246,0.002145
77.96237,0.604277,0.088102,0.003554,0.053238,0.002148
77.96810,0.604228,0.088096,0.003559,0.053230,0.002150
77.97383,0.604179,0.088091,0.003564,0.053223,0.002153
77.97956,0.604130,0.088085,0.003568,0.053215,0.002156
77.98529,0.604081,0.088079,0.003573,0.053207,0.002158
77.99102,0.604033,0.088074,0.003577,0.053199,0.002161
77.99674,0.603984,0.088068,0.003582,0.053192,0.002163
78.00247,0.603935,0.088062,0.003586,0.053184,0.002166
78.00820,0.603886,0.088057,0.003591,0.053176,0.002168
78.01393,0.603837,0.088051,0.003595,0.053168,0.002171
78.01966,0.603788,0.088045,0.003600,0.053161,0.002174
78.02539,0.603739,0.088040,0.003605,0.053153,0.002176
78.03112,0.603690,0.088034,0.003609,0.053145,0.002179
78.03685,0.603641,0.088028,0.003614,0.053138,0.002181
78.04258,0.603592,0.088023,0.003618,0.053130,0.002184
78.04831,0.603543,0.088017,0.003623,0.053122,0.002186
78.05404,0.603495,0.088011,0.003627,0.053114,0.002189
78.05977,0.603446,0.088006,0.003632,0.053107,0.002192
78.06550,0.603397,0.088000,0.003636,0.053099,0.002194
78.07123,0.603348,0.087994,0.003641,0.053091,0.002197
78.07696,0.603299,0.087989,0.003645,0.053083,0.002199
78.08269,0.603250,0.087983,0.003650,0.053076,0.002202
78.08842,0.603201,0.087977,0.003654,0.053068,0.002204
78.09415,0.603152,0.087972,0.003659,0.053060,0.002207
78.09988,0.603103,0.087966,0.003663,0.053053,0.002209
78.10561,0.603054,0.087960,0.003668,0.053045,0.002212
78.11134,0.603005,0.087955,0.003672,0.053037,0.002214
78.11707,0.602956,0.087949,0.003677,0.053029,0.002217
78.12280,0.602907,0.087943,0.003681,0.053022,0.002220
78.12852,0.602859,0.087938,0.003686,0.053014,0.002222
78.13425,0.602810,0.087932,0.003690,0.053006,0.002225
78.13998,0.602761,0.087926,0.003695,0.052998,0.002227
78.14571,0.602712,0.087920,0.003699,0.052991,0.002230
78.15144,0.602663,0.087915,0.003704,0.052983,0.002232
78.15717,0.602614,0.087909,0.003708,0.052975,0.002235
