theta_deg,FH_single,FE_single,FH_double,FE_double
0.00000,1.000000,1.000000,1.000000,1.000000
0.00573,1.000000,1.000000,0.999999,0.999999
0.01146,1.000000,1.000000,0.999997,0.999997
0.01719,0.999999,0.999999,0.999994,0.999994
0.02292,0.999999,0.999999,0.999990,0.999990
0.02865,0.999999,0.999998,0.999984,0.999984
0.03438,0.999998,0.999998,0.999977,0.999977
0.04011,0.999997,0.999997,0.999969,0.999969
0.04584,0.999996,0.999996,0.999959,0.999959
0.05157,0.999995,0.999995,0.999949,0.999948
0.05730,0.999994,0.999994,0.999937,0.999936
0.06303,0.999993,0.999992,0.999923,0.999923
0.06875,0.999992,0.999991,0.999909,0.999908
0.07448,0.999990,0.999989,0.999893,0.999892
0.08021,0.999989,0.999988,0.999876,0.999875
0.08594,0.999987,0.999986,0.999858,0.999856
0.09167,0.999985,0.999984,0.999838,0.999837
0.09740,0.999983,0.999982,0.999817,0.999816
0.10313,0.999981,0.999980,0.999795,0.999793
0.10886,0.999979,0.999977,0.999771,0.999770
0.11459,0.999977,0.999975,0.999747,0.999745
0.12032,0.999975,0.999972,0.999721,0.999719
0.12605,0.999972,0.999970,0.999694,0.999691
0.13178,0.999969,0.999967,0.999665,0.999662
0.13751,0.999967,0.999964,0.999635,0.999632
0.14324,0.999964,0.999961,0.999604,0.999601
0.14897,0.999961,0.999958,0.999572,0.999569
0.15470,0.999958,0.999954,0.999538,0.999535
0.16043,0.999955,0.999951,0.999504,0.999500
0.16616,0.999951,0.999947,0.999468,0.999463
0.17189,0.999948,0.999943,0.999430,0.999426
0.17762,0.999944,0.999940,0.999392,0.999387
0.18335,0.999941,0.999936,0.999352,0.999347
0.18908,0.999937,0.999932,0.999311,0.999305
0.19481,0.999933,0.999927,0.999268,0.999262
0.20054,0.999929,0.999923,0.999224,0.999218
0.20626,0.999925,0.999919,0.999180,0.999173
0.21199,0.999921,0.999914,0.999133,0.999126
0.21772,0.999917,0.999909,0.999086,0.999079
0.22345,0.999912,0.999904,0.999037,0.999030
0.22918,0.999908,0.999900,0.998987,0.998979
0.23491,0.999903,0.999894,0.998936,0.998927
0.24064,0.999898,0.999889,0.998883,0.998875
0.24637,0.999893,0.999884,0.998830,0.998820
0.25210,0.999888,0.999878,0.998774,0.998765
0.25783,0.999883,0.999873,0.998718,0.998708
0.26356,0.999878,0.999867,0.998661,0.998650
0.26929,0.999872,0.999861,0.998602,0.998591
0.27502,0.999867,0.999855,0.998542,0.998530
0.28075,0.999861,0.999849,0.998480,0.998468
0.28648,0.999855,0.999843,0.998418,0.998405
0.29221,0.999850,0.999837,0.998354,0.998341
0.29794,0.999844,0.999830,0.998289,0.998275
0.30367,0.999838,0.999824,0.998222,0.998208
0.30940,0.999831,0.999817,0.998154,0.998140
0.31513,0.999825,0.999810,0.998085,0.998070
0.32086,0.999819,0.999803,0.998015,0.998000
0.32659,0.999812,0.999796,0.997944,0.997928
0.33232,0.999806,0.999789,0.997871,0.997854
0.33805,0.999799,0.999781,0.997797,0.997780
0.34377,0.999792,0.999774,0.997722,0.997704
0.34950,0.999785,0.999766,0.997645,0.997627
0.35523,0.999778,0.999759,0.997567,0.997548
0.36096,0.999771,0.999751,0.997488,0.997468
0.36669,0.999763,0.999743,0.997408,0.997388
0.37242,0.999756,0.999735,0.997326,0.997305
0.37815,0.999748,0.999726,0.997244,0.997222
0.38388,0.999740,0.999718,0.997159,0.997137
0.38961,0.999733,0.999710,0.997074,0.997051
0.39534,0.999725,0.999701,0.996987,0.996964
0.40107,0.999717,0.999692,0.996900,0.996875
0.40680,0.999709,0.999683,0.996810,0.996785
0.41253,0.999700,0.999674,0.996720,0.996694
0.41826,0.999692,0.999665,0.996628,0.996602
0.42399,0.999683,0.999656,0.996535,0.996508
0.42972,0.999675,0.999647,0.996441,0.996413
0.43545,0.999666,0.999637,0.996346,0.996317
0.44118,0.999657,0.999628,0.996249,0.996219
0.44691,0.999648,0.999618,0.996151,0.996121
0.45264,0.999639,0.999608,0.996052,0.996021
0.45837,0.999630,0.999598,0.995951,0.995919
0.46410,0.999621,0.999588,0.995850,0.995817
0.46983,0.999611,0.999578,0.995746,0.995713
0.47555,0.999602,0.999567,0.995642,0.995608
0.48128,0.999592,0.999557,0.995537,0.995502
0.48701,0.999582,0.999546,0.995430,0.995394
0.49274,0.999572,0.999535,0.995322,0.995285
0.49847,0.999562,0.999525,0.995213,0.995175
0.50420,0.999552,0.999514,0.995102,0.995063
0.50993,0.999542,0.999502,0.994990,0.994951
0.51566,0.999532,0.999491,0.994877,0.994837
0.52139,0.999521,0.999480,0.994763,0.994722
0.52712,0.999511,0.999468,0.994647,0.994605
0.53285,0.999500,0.999457,0.994530,0.994487
0.53858,0.999489,0.999445,0.994412,0.994368
0.54431,0.999478,0.999433,0.994293,0.994248
0.55004,0.999467,0.999421,0.994172,0.994126
0.55577,0.999456,0.999409,0.994050,0.994003
0.56150,0.999445,0.999397,0.993927,0.993879
0.56723,0.999433,0.999384,0.993803,0.993754
0.57296,0.999422,0.999372,0.993677,0.993627
0.57869,0.999410,0.999359,0.993550,0.993499
0.58442,0.999399,0.999347,0.993422,0.993370
0.59015,0.999387,0.999334,0.993293,0.993240
0.59588,0.999375,0.999321,0.993162,0.993108
0.60161,0.999363,0.999308,0.993030,0.992975
0.60734,0.999350,0.999294,0.992897,0.992841
0.61306,0.999338,0.999281,0.992762,0.992706
0.61879,0.999326,0.999267,0.992627,0.992569
0.62452,0.999313,0.999254,0.992490,0.992431
0.63025,0.999300,0.999240,0.992352,0.992291
0.63598,0.999288,0.999226,0.992212,0.992151
0.64171,0.999275,0.999212,0.992071,0.992009
0.64744,0.999262,0.999198,0.991929,0.991866
0.65317,0.999249,0.999184,0.991786,0.991722
0.65890,0.999235,0.999169,0.991642,0.991576
0.66463,0.999222,0.999155,0.991496,0.991429
0.67036,0.999209,0.999140,0.991349,0.991281
0.67609,0.999195,0.999125,0.991201,0.991132
0.68182,0.999181,0.999111,0.991051,0.990981
0.68755,0.999167,0.999096,0.990901,0.990829
0.69328,0.999154,0.999080,0.990749,0.990676
0.69901,0.999139,0.999065,0.990595,0.990522
0.70474,0.999125,0.999050,0.990441,0.990366
0.71047,0.999111,0.999034,0.990285,0.990209
0.71620,0.999097,0.999019,0.990128,0.990051
0.72193,0.999082,0.999003,0.989970,0.989891
0.72766,0.999067,0.998987,0.989811,0.989731
0.73339,0.999053,0.998971,0.989650,0.989569
0.73912,0.999038,0.998955,0.989488,0.989406
0.74485,0.999023,0.998938,0.989325,0.989241
0.75057,0.999008,0.998922,0.989160,0.989075
0.75630,0.998993,0.998906,0.988994,0.988908
0.76203,0.998977,0.998889,0.988828,0.988740
0.76776,0.998962,0.998872,0.988659,0.988571
0.77349,0.998946,0.998855,0.988490,0.988400
0.77922,0.998931,0.998838,0.988319,0.988228
0.78495,0.998915,0.998821,0.988147,0.988054
0.79068,0.998899,0.998804,0.987974,0.987880
0.79641,0.998883,0.998786,0.987800,0.987704
0.80214,0.998867,0.998769,0.987624,0.987527
0.80787,0.998850,0.998751,0.987447,0.987349
0.81360,0.998834,0.998733,0.987269,0.987169
0.81933,0.998818,0.998716,0.987089,0.986988
0.82506,0.998801,0.998697,0.986909,0.986806
0.83079,0.998784,0.998679,0.986727,0.986623
0.83652,0.998767,0.998661,0.986544,0.986438
0.84225,0.998751,0.998643,0.986359,0.986253
0.84798,0.998733,0.998624,0.986174,0.986066
0.85371,0.998716,0.998605,0.985987,0.985877
0.85944,0.998699,0.998587,0.985799,0.985688
0.86517,0.998682,0.998568,0.985609,0.985497
0.87090,0.998664,0.998549,0.985419,0.985305
0.87663,0.998646,0.998530,0.985227,0.985111
0.88236,0.998629,0.998510,0.985034,0.984917
0.88808,0.998611,0.998491,0.984839,0.984721
0.89381,0.998593,0.998471,0.984644,0.984524
0.89954,0.998575,0.998452,0.984447,0.984326
0.90527,0.998557,0.998432,0.984249,0.984126
0.91100,0.998538,0.998412,0.984050,0.983925
0.91673,0.998520,0.998392,0.983849,0.983723
0.92246,0.998501,0.998372,0.983647,0.983520
0.92819,0.998482,0.998351,0.983444,0.983315
0.93392,0.998464,0.998331,0.983240,0.983109
0.93965,0.998445,0.998310,0.983034,0.982902
0.94538,0.998426,0.998290,0.982828,0.982694
0.95111,0.998407,0.998269,0.982620,0.982484
0.95684,0.998387,0.998248,0.982411,0.982274
0.96257,0.998368,0.998227,0.982200,0.982062
0.96830,0.998348,0.998206,0.981988,0.981848
0.97403,0.998329,0.998185,0.981776,0.981634
0.97976,0.998309,0.998163,0.981561,0.981418
0.98549,0.998289,0.998142,0.981346,0.981201
0.99122,0.998269,0.998120,0.981129,0.980983
0.99695,0.998249,0.998098,0.980912,0.980763
1.00268,0.998229,0.998076,0.980692,0.980542
1.00841,0.998209,0.998054,0.980472,0.980320
1.01414,0.998188,0.998032,0.980251,0.980097
1.01986,0.998168,0.998010,0.980028,0.979873
1.02559,0.998147,0.997987,0.979804,0.979647
1.03132,0.998126,0.997965,0.979579,0.979420
1.03705,0.998105,0.997942,0.979352,0.979192
1.04278,0.998084,0.997919,0.979124,0.978962
1.04851,0.998063,0.997896,0.978895,0.978732
1.05424,0.998042,0.997873,0.978665,0.978500
1.05997,0.998021,0.997850,0.978434,0.978266
1.06570,0.997999,0.997827,0.978201,0.978032
1.07143,0.997978,0.997803,0.977967,0.977796
1.07716,0.997956,0.997780,0.977732,0.977559
1.08289,0.997934,0.997756,0.977496,0.977321
1.08862,0.997912,0.997732,0.977258,0.977082
1.09435,0.997890,0.997708,0.977020,0.976841
1.10008,0.997868,0.997684,0.976780,0.976600
1.10581,0.997846,0.997660,0.976538,0.976357
1.11154,0.997823,0.997636,0.976296,0.976112
1.11727,0.997801,0.997611,0.976052,0.975867
1.12300,0.997778,0.997587,0.975807,0.975620
1.12873,0.997756,0.997562,0.975561,0.975372
1.13446,0.997733,0.997537,0.975314,0.975123
1.14019,0.997710,0.997512,0.975065,0.974872
1.14592,0.997687,0.997487,0.974815,0.974621
1.15165,0.997663,0.997462,0.974564,0.974368
1.15737,0.997640,0.997437,0.974312,0.974113
1.16310,0.997617,0.997411,0.974059,0.973858
1.16883,0.997593,0.997386,0.973804,0.973601
1.17456,0.997569,0.997360,0.973548,0.973344
1.18029,0.997546,0.997334,0.973291,0.973084
1.18602,0.997522,0.997308,0.973033,0.972824
1.19175,0.997498,0.997282,0.972773,0.972563
1.19748,0.997474,0.997256,0.972512,0.972300
1.20321,0.997449,0.997229,0.972250,0.972036
1.20894,0.997425,0.997203,0.971987,0.971771
1.21467,0.997401,0.997176,0.971722,0.971504
1.22040,0.997376,0.997150,0.971457,0.971236
1.22613,0.997351,0.997123,0.971190,0.970968
1.23186,0.997326,0.997096,0.970922,0.970697
1.23759,0.997301,0.997069,0.970652,0.970426
1.24332,0.997276,0.997042,0.970382,0.970153
1.24905,0.997251,0.997014,0.970110,0.969880
1.25478,0.997226,0.996987,0.969837,0.969605
1.26051,0.997201,0.996959,0.969563,0.969328
1.26624,0.997175,0.996932,0.969288,0.969051
1.27197,0.997149,0.996904,0.969011,0.968772
1.27770,0.997124,0.996876,0.968733,0.968492
1.28343,0.997098,0.996848,0.968454,0.968211
1.28916,0.997072,0.996819,0.968174,0.967929
1.29488,0.997046,0.996791,0.967892,0.967645
1.30061,0.997019,0.996763,0.967610,0.967360
1.30634,0.996993,0.996734,0.967326,0.967074
1.31207,0.996967,0.996705,0.967041,0.966787
1.31780,0.996940,0.996676,0.966754,0.966499
1.32353,0.996913,0.996647,0.966467,0.966209
1.32926,0.996887,0.996618,0.966178,0.965918
1.33499,0.996860,0.996589,0.965888,0.965626
1.34072,0.996833,0.996560,0.965597,0.965333
1.34645,0.996805,0.996530,0.965305,0.965038
1.35218,0.996778,0.996501,0.965011,0.964742
1.35791,0.996751,0.996471,0.964716,0.964445
1.36364,0.996723,0.996441,0.964420,0.964147
1.36937,0.996696,0.996411,0.964123,0.963848
1.37510,0.996668,0.996381,0.963825,0.963547
1.38083,0.996640,0.996351,0.963525,0.963245
1.38656,0.996612,0.996320,0.963224,0.962942
1.39229,0.996584,0.996290,0.962922,0.962638
1.39802,0.996556,0.996259,0.962619,0.962332
1.40375,0.996528,0.996229,0.962315,0.962026
1.40948,0.996499,0.996198,0.962009,0.961718
1.41521,0.996471,0.996167,0.961702,0.961409
1.42094,0.996442,0.996136,0.961394,0.961098
1.42666,0.996413,0.996104,0.961085,0.960787
1.43239,0.996384,0.996073,0.960774,0.960474
1.43812,0.996355,0.996041,0.960463,0.960160
1.44385,0.996326,0.996010,0.960150,0.959845
1.44958,0.996297,0.995978,0.959836,0.959529
1.45531,0.996268,0.995946,0.959521,0.959211
1.46104,0.996238,0.995914,0.959204,0.958893
1.46677,0.996209,0.995882,0.958887,0.958573
1.47250,0.996179,0.995850,0.958568,0.958251
1.47823,0.996149,0.995818,0.958248,0.957929
1.48396,0.996119,0.995785,0.957927,0.957605
1.48969,0.996089,0.995752,0.957604,0.957281
1.49542,0.996059,0.995720,0.957281,0.956955
1.50115,0.996029,0.995687,0.956956,0.956628
1.50688,0.995998,0.995654,0.956630,0.956299
1.51261,0.995968,0.995621,0.956303,0.955970
1.51834,0.995937,0.995587,0.955974,0.955639
1.52407,0.995906,0.995554,0.955645,0.955307
1.52980,0.995875,0.995520,0.955314,0.954974
1.53553,0.995844,0.995487,0.954982,0.954639
1.54126,0.995813,0.995453,0.954649,0.954304
1.54699,0.995782,0.995419,0.954315,0.953967
1.55272,0.995751,0.995385,0.953979,0.953629
1.55845,0.995719,0.995351,0.953643,0.953290
1.56417,0.995688,0.995317,0.953305,0.952949
1.56990,0.995656,0.995282,0.952966,0.952608
1.57563,0.995624,0.995248,0.952625,0.952265
1.58136,0.995592,0.995213,0.952284,0.951921
1.58709,0.995560,0.995178,0.951941,0.951576
1.59282,0.995528,0.995144,0.951597,0.951230
1.59855,0.995496,0.995109,0.951252,0.950882
1.60428,0.995464,0.995073,0.950906,0.950534
1.61001,0.995431,0.995038,0.950559,0.950184
1.61574,0.995399,0.995003,0.950210,0.949833
1.62147,0.995366,0.994967,0.949861,0.949480
1.62720,0.995333,0.994932,0.949510,0.949127
1.63293,0.995300,0.994896,0.949158,0.948772
1.63866,0.995267,0.994860,0.948804,0.948416
1.64439,0.995234,0.994824,0.948450,0.948059
1.65012,0.995200,0.994788,0.948094,0.947701
1.65585,0.995167,0.994751,0.947737,0.947342
1.66158,0.995133,0.994715,0.947380,0.946981
1.66731,0.995100,0.994678,0.947020,0.946619
1.67304,0.995066,0.994642,0.946660,0.946256
1.67877,0.995032,0.994605,0.946298,0.945892
1.68450,0.994998,0.994568,0.945936,0.945527
1.69023,0.994964,0.994531,0.945572,0.945161
1.69596,0.994930,0.994494,0.945207,0.944793
1.70168,0.994895,0.994457,0.944841,0.944424
1.70741,0.994861,0.994419,0.944473,0.944054
1.71314,0.994826,0.994382,0.944105,0.943683
1.71887,0.994792,0.994344,0.943735,0.943310
1.72460,0.994757,0.994306,0.943364,0.942937
1.73033,0.994722,0.994268,0.942992,0.942562
1.73606,0.994687,0.994230,0.942619,0.942186
1.74179,0.994652,0.994192,0.942244,0.941809
1.74752,0.994616,0.994154,0.941869,0.941431
1.75325,0.994581,0.994115,0.941492,0.941051
1.75898,0.994545,0.994077,0.941114,0.940671
1.76471,0.994510,0.994038,0.940735,0.940289
1.77044,0.994474,0.993999,0.940355,0.939906
1.77617,0.994438,0.993960,0.939973,0.939522
1.78190,0.994402,0.993921,0.939591,0.939137
1.78763,0.994366,0.993882,0.939207,0.938750
1.79336,0.994330,0.993843,0.938822,0.938362
1.79909,0.994294,0.993803,0.938436,0.937974
1.80482,0.994257,0.993764,0.938049,0.937584
1.81055,0.994221,0.993724,0.937661,0.937193
1.81628,0.994184,0.993684,0.937271,0.936800
1.82201,0.994147,0.993644,0.936880,0.936407
1.82774,0.994110,0.993604,0.936489,0.936012
1.83346,0.994073,0.993564,0.936095,0.935616
1.83919,0.994036,0.993524,0.935701,0.935219
1.84492,0.993999,0.993483,0.935306,0.934821
1.85065,0.993961,0.993443,0.934909,0.934422
1.85638,0.993924,0.993402,0.934512,0.934021
1.86211,0.993886,0.993361,0.934113,0.933620
1.86784,0.993849,0.993320,0.933713,0.933217
1.87357,0.993811,0.993279,0.933312,0.932813
1.87930,0.993773,0.993238,0.932910,0.932408
1.88503,0.993735,0.993197,0.932506,0.932002
1.89076,0.993696,0.993155,0.932102,0.931594
1.89649,0.993658,0.993114,0.931696,0.931186
1.90222,0.993620,0.993072,0.931289,0.930776
1.90795,0.993581,0.993030,0.930881,0.930365
1.91368,0.993542,0.992988,0.930472,0.929953
1.91941,0.993504,0.992946,0.930062,0.929540
1.92514,0.993465,0.992904,0.929650,0.929125
1.93087,0.993426,0.992862,0.929238,0.928710
1.93660,0.993387,0.992819,0.928824,0.928293
1.94233,0.993347,0.992777,0.928409,0.927875
1.94806,0.993308,0.992734,0.927993,0.927456
1.95379,0.993269,0.992691,0.927576,0.927036
1.95952,0.993229,0.992648,0.927157,0.926615
1.96525,0.993189,0.992605,0.926738,0.926193
1.97097,0.993149,0.992562,0.926317,0.925769
1.97670,0.993109,0.992519,0.925895,0.925344
1.98243,0.993069,0.992475,0.925472,0.924919
1.98816,0.993029,0.992431,0.925048,0.924492
1.99389,0.992989,0.992388,0.924623,0.924063
1.99962,0.992949,0.992344,0.924197,0.923634
2.00535,0.992908,0.992300,0.923769,0.923204
2.01108,0.992867,0.992256,0.923341,0.922772
2.01681,0.992827,0.992212,0.922911,0.922339
2.02254,0.992786,0.992167,0.922480,0.921906
2.02827,0.992745,0.992123,0.922048,0.921471
2.03400,0.992704,0.992078,0.921615,0.921034
2.03973,0.992662,0.992033,0.921181,0.920597
2.04546,0.992621,0.991989,0.920745,0.920159
2.05119,0.992580,0.991944,0.920309,0.919719
2.05692,0.992538,0.991898,0.919871,0.919279
2.06265,0.992496,0.991853,0.919432,0.918837
2.06838,0.992454,0.991808,0.918993,0.918394
2.07411,0.992413,0.991762,0.918551,0.917950
2.07984,0.992370,0.991717,0.918109,0.917504
2.08557,0.992328,0.991671,0.917666,0.917058
2.09130,0.992286,0.991625,0.917222,0.916611
2.09703,0.992244,0.991579,0.916776,0.916162
2.10276,0.992201,0.991533,0.916329,0.915712
2.10848,0.992159,0.991487,0.915881,0.915261
2.11421,0.992116,0.991440,0.915433,0.914809
2.11994,0.992073,0.991394,0.914982,0.914356
2.12567,0.992030,0.991347,0.914531,0.913902
2.13140,0.991987,0.991301,0.914079,0.913447
2.13713,0.991944,0.991254,0.913626,0.912990
2.14286,0.991900,0.991207,0.913171,0.912532
2.14859,0.991857,0.991160,0.912715,0.912074
2.15432,0.991813,0.991112,0.912259,0.911614
2.16005,0.991770,0.991065,0.911801,0.911153
2.16578,0.991726,0.991017,0.911342,0.910691
2.17151,0.991682,0.990970,0.910882,0.910227
2.17724,0.991638,0.990922,0.910420,0.909763
2.18297,0.991594,0.990874,0.909958,0.909298
2.18870,0.991549,0.990826,0.909494,0.908831
2.19443,0.991505,0.990778,0.909030,0.908363
2.20016,0.991461,0.990730,0.908564,0.907894
2.20589,0.991416,0.990681,0.908097,0.907424
2.21162,0.991371,0.990633,0.907629,0.906953
2.21735,0.991326,0.990584,0.907160,0.906481
2.22308,0.991281,0.990535,0.906690,0.906008
2.22881,0.991236,0.990486,0.906219,0.905533
2.23454,0.991191,0.990437,0.905747,0.905058
2.24026,0.991146,0.990388,0.905273,0.904581
2.24599,0.991100,0.990339,0.904799,0.904104
2.25172,0.991055,0.990290,0.904323,0.903625
2.25745,0.991009,0.990240,0.903846,0.903145
2.26318,0.990963,0.990190,0.903368,0.902664
2.26891,0.990917,0.990141,0.902889,0.902181
2.27464,0.990871,0.990091,0.902409,0.901698
2.28037,0.990825,0.990041,0.901928,0.901214
2.28610,0.990779,0.989990,0.901446,0.900728
2.29183,0.990733,0.989940,0.900962,0.900242
2.29756,0.990686,0.989890,0.900478,0.899754
2.30329,0.990640,0.989839,0.899992,0.899265
2.30902,0.990593,0.989789,0.899506,0.898775
2.31475,0.990546,0.989738,0.899018,0.898284
2.32048,0.990499,0.989687,0.898529,0.897792
2.32621,0.990452,0.989636,0.898039,0.897299
2.33194,0.990405,0.989585,0.897548,0.896805
2.33767,0.990357,0.989533,0.897056,0.896309
2.34340,0.990310,0.989482,0.896563,0.895813
2.34913,0.990263,0.989430,0.896068,0.895315
2.35486,0.990215,0.989379,0.895573,0.894817
2.36059,0.990167,0.989327,0.895076,0.894317
2.36632,0.990119,0.989275,0.894579,0.893816
2.37205,0.990071,0.989223,0.894080,0.893314
2.37777,0.990023,0.989171,0.893580,0.892811
2.38350,0.989975,0.989118,0.893079,0.892307
2.38923,0.989926,0.989066,0.892577,0.891802
2.39496,0.989878,0.989013,0.892074,0.891295
2.40069,0.989829,0.988961,0.891570,0.890788
2.40642,0.989781,0.988908,0.891065,0.890279
2.41215,0.989732,0.988855,0.890559,0.889770
2.41788,0.989683,0.988802,0.890052,0.889259
2.42361,0.989634,0.988749,0.889543,0.888747
2.42934,0.989585,0.988695,0.889034,0.888235
2.43507,0.989535,0.988642,0.888523,0.887721
2.44080,0.989486,0.988588,0.888011,0.887206
2.44653,0.989436,0.988535,0.887499,0.886690
2.45226,0.989387,0.988481,0.886985,0.886172
2.45799,0.989337,0.988427,0.886470,0.885654
2.46372,0.989287,0.988373,0.885954,0.885135
2.46945,0.989237,0.988318,0.885437,0.884615
2.47518,0.989187,0.988264,0.884919,0.884093
2.48091,0.989137,0.988210,0.884400,0.883571
2.48664,0.989086,0.988155,0.883879,0.883047
2.49237,0.989036,0.988100,0.883358,0.882522
2.49810,0.988985,0.988046,0.882836,0.881997
2.50383,0.988935,0.987991,0.882312,0.881470
2.50956,0.988884,0.987935,0.881788,0.880942
2.51528,0.988833,0.987880,0.881262,0.880413
2.52101,0.988782,0.987825,0.880735,0.879883
2.52674,0.988731,0.987769,0.880208,0.879352
2.53247,0.988679,0.987714,0.879679,0.878820
2.53820,0.988628,0.987658,0.879149,0.878286
2.54393,0.988576,0.987602,0.878618,0.877752
2.54966,0.988525,0.987546,0.878086,0.877217
2.55539,0.988473,0.987490,0.877553,0.876680
2.56112,0.988421,0.987434,0.877019,0.876143
2.56685,0.988369,0.987378,0.876484,0.875604
2.57258,0.988317,0.987321,0.875948,0.875065
2.57831,0.988265,0.987264,0.875410,0.874524
2.58404,0.988213,0.987208,0.874872,0.873982
2.58977,0.988160,0.987151,0.874333,0.873440
2.59550,0.988107,0.987094,0.873792,0.872896
2.60123,0.988055,0.987037,0.873251,0.872351
2.60696,0.988002,0.986979,0.872708,0.871805
2.61269,0.987949,0.986922,0.872165,0.871258
2.61842,0.987896,0.986865,0.871620,0.870710
2.62415,0.987843,0.986807,0.871074,0.870161
2.62988,0.987790,0.986749,0.870528,0.869611
2.63561,0.987736,0.986691,0.869980,0.869060
2.64134,0.987683,0.986633,0.869431,0.868507
2.64707,0.987629,0.986575,0.868881,0.867954
2.65279,0.987575,0.986517,0.868330,0.867400
2.65852,0.987521,0.986458,0.867778,0.866844
2.66425,0.987467,0.986400,0.867225,0.866288
2.66998,0.987413,0.986341,0.866671,0.865730
2.67571,0.987359,0.986283,0.866116,0.865172
2.68144,0.987305,0.986224,0.865560,0.864612
2.68717,0.987250,0.986165,0.865003,0.864052
2.69290,0.987196,0.986105,0.864445,0.863490
2.69863,0.987141,0.986046,0.863886,0.862928
2.70436,0.987086,0.985987,0.863325,0.862364
2.71009,0.987031,0.985927,0.862764,0.861799
2.71582,0.986976,0.985868,0.862202,0.861233
2.72155,0.986921,0.985808,0.861638,0.860666
2.72728,0.986866,0.985748,0.861074,0.860099
2.73301,0.986810,0.985688,0.860509,0.859530
2.73874,0.986755,0.985628,0.859942,0.858960
2.74447,0.986699,0.985567,0.859375,0.858389
2.75020,0.986643,0.985507,0.858806,0.857817
2.75593,0.986588,0.985446,0.858237,0.857244
2.76166,0.986532,0.985386,0.857666,0.856670
2.76739,0.986475,0.985325,0.857094,0.856095
2.77312,0.986419,0.985264,0.856522,0.855519
2.77885,0.986363,0.985203,0.855948,0.854942
2.78457,0.986306,0.985142,0.855374,0.854364
2.79030,0.986250,0.985081,0.854798,0.853784
2.79603,0.986193,0.985019,0.854221,0.853204
2.80176,0.986136,0.984958,0.853643,0.852623
2.80749,0.986079,0.984896,0.853065,0.852041
2.81322,0.986022,0.984834,0.852485,0.851458
2.81895,0.985965,0.984772,0.851904,0.850873
2.82468,0.985908,0.984710,0.851322,0.850288
2.83041,0.985851,0.984648,0.850740,0.849702
2.83614,0.985793,0.984586,0.850156,0.849114
2.84187,0.985735,0.984523,0.849571,0.848526
2.84760,0.985678,0.984461,0.848985,0.847937
2.85333,0.985620,0.984398,0.848398,0.847346
2.85906,0.985562,0.984335,0.847810,0.846755
2.86479,0.985504,0.984272,0.847222,0.846163
2.87052,0.985445,0.984209,0.846632,0.845569
2.87625,0.985387,0.984146,0.846041,0.844975
2.88198,0.985329,0.984082,0.845449,0.844380
2.88771,0.985270,0.984019,0.844856,0.843783
2.89344,0.985211,0.983955,0.844262,0.843186
2.89917,0.985153,0.983892,0.843667,0.842587
2.90490,0.985094,0.983828,0.843071,0.841988
2.91063,0.985035,0.983764,0.842474,0.841388
2.91636,0.984975,0.983700,0.841877,0.840786
2.92208,0.984916,0.983636,0.841278,0.840184
2.92781,0.984857,0.983571,0.840678,0.839580
2.93354,0.984797,0.983507,0.840077,0.838976
2.93927,0.984738,0.983442,0.839475,0.838371
2.94500,0.984678,0.983377,0.838872,0.837764
2.95073,0.984618,0.983313,0.838268,0.837157
2.95646,0.984558,0.983248,0.837663,0.836549
2.96219,0.984498,0.983182,0.837058,0.835939
2.96792,0.984438,0.983117,0.836451,0.835329
2.97365,0.984377,0.983052,0.835843,0.834717
2.97938,0.984317,0.982986,0.835234,0.834105
2.98511,0.984256,0.982921,0.834624,0.833492
2.99084,0.984196,0.982855,0.834013,0.832877
2.99657,0.984135,0.982789,0.833402,0.832262
3.00230,0.984074,0.982723,0.832789,0.831646
3.00803,0.984013,0.982657,0.832175,0.831029
3.01376,0.983952,0.982591,0.831560,0.830410
3.01949,0.983890,0.982524,0.830945,0.829791
3.02522,0.983829,0.982458,0.830328,0.829171
3.03095,0.983767,0.982391,0.829710,0.828550
3.03668,0.983706,0.982325,0.829092,0.827928
3.04241,0.983644,0.982258,0.828472,0.827304
3.04814,0.983582,0.982191,0.827852,0.826680
3.05387,0.983520,0.982123,0.827230,0.826055
3.05959,0.983458,0.982056,0.826607,0.825429
3.06532,0.983396,0.981989,0.825984,0.824802
3.07105,0.983334,0.981921,0.825359,0.824174
3.07678,0.983271,0.981854,0.824734,0.823545
3.08251,0.983208,0.981786,0.824108,0.822915
3.08824,0.983146,0.981718,0.823480,0.822284
3.09397,0.983083,0.981650,0.822852,0.821652
3.09970,0.983020,0.981582,0.822222,0.821020
3.10543,0.982957,0.981514,0.821592,0.820386
3.11116,0.982894,0.981445,0.820961,0.819751
3.11689,0.982830,0.981377,0.820329,0.819115
3.12262,0.982767,0.981308,0.819696,0.818478
3.12835,0.982704,0.981239,0.819061,0.817841
3.13408,0.982640,0.981170,0.818426,0.817202
3.13981,0.982576,0.981101,0.817790,0.816563
3.14554,0.982512,0.981032,0.817153,0.815922
3.15127,0.982448,0.980963,0.816515,0.815281
3.15700,0.982384,0.980893,0.815876,0.814638
3.16273,0.982320,0.980824,0.815236,0.813995
3.16846,0.982256,0.980754,0.814596,0.813350
3.17419,0.982191,0.980684,0.813954,0.812705
3.17992,0.982126,0.980614,0.813311,0.812059
3.18565,0.982062,0.980544,0.812667,0.811412
3.19137,0.981997,0.980474,0.812023,0.810763
