theta_deg,FH_single,FE_single,FH_double,FE_double
53.26789,0.093325,0.055816,0.063161,0.037775
53.27362,0.093091,0.055668,0.063046,0.037701
53.27935,0.092856,0.055520,0.062931,0.037627
53.28507,0.092622,0.055372,0.062816,0.037553
53.29080,0.092387,0.055225,0.062700,0.037479
53.29653,0.092152,0.055077,0.062584,0.037405
53.30226,0.091917,0.054929,0.062468,0.037330
53.30799,0.091681,0.054781,0.062351,0.037255
53.31372,0.091446,0.054633,0.062234,0.037180
53.31945,0.091211,0.054485,0.062116,0.037105
53.32518,0.090975,0.054337,0.061998,0.037030
53.33091,0.090739,0.054189,0.061880,0.036954
53.33664,0.090503,0.054041,0.061762,0.036879
53.34237,0.090267,0.053892,0.061643,0.036803
53.34810,0.090031,0.053744,0.061524,0.036727
53.35383,0.089795,0.053596,0.061404,0.036650
53.35956,0.089558,0.053448,0.061284,0.036574
53.36529,0.089322,0.053299,0.061164,0.036497
53.37102,0.089085,0.053151,0.061044,0.036420
53.37675,0.088848,0.053002,0.060923,0.036343
53.38248,0.088611,0.052854,0.060801,0.036266
53.38821,0.088374,0.052705,0.060680,0.036189
53.39394,0.088137,0.052557,0.060558,0.036111
53.39967,0.087899,0.052408,0.060436,0.036034
53.40540,0.087662,0.052260,0.060313,0.035956
53.41113,0.087424,0.052111,0.060190,0.035877
53.41686,0.087187,0.051962,0.060067,0.035799
53.42258,0.086949,0.051813,0.059943,0.035721
53.42831,0.086711,0.051665,0.059819,0.035642
53.43404,0.086473,0.051516,0.059695,0.035563
53.43977,0.086234,0.051367,0.059571,0.035484
53.44550,0.085996,0.051218,0.059446,0.035405
53.45123,0.085758,0.051069,0.059320,0.035326
53.45696,0.085519,0.050920,0.059195,0.035246
53.46269,0.085280,0.050771,0.059069,0.035166
53.46842,0.085041,0.050622,0.058943,0.035086
53.47415,0.084802,0.050473,0.058816,0.035006
53.47988,0.084563,0.050324,0.058689,0.034926
53.48561,0.084324,0.050175,0.058562,0.034846
53.49134,0.084085,0.050026,0.058434,0.034765
53.49707,0.083845,0.049877,0.058306,0.034684
53.50280,0.083606,0.049727,0.058178,0.034603
53.50853,0.083366,0.049578,0.058049,0.034522
53.51426,0.083126,0.049429,0.057920,0.034441
53.51999,0.082886,0.049280,0.057791,0.034359
53.52572,0.082646,0.049130,0.057662,0.034278
53.53145,0.082406,0.048981,0.057532,0.034196
53.53718,0.082166,0.048831,0.057401,0.034114
53.54291,0.081926,0.048682,0.057271,0.034032
53.54864,0.081685,0.048532,0.057140,0.033949
53.55437,0.081445,0.048383,0.057009,0.033867
53.56009,0.081204,0.048233,0.056877,0.033784
53.56582,0.080963,0.048084,0.056745,0.033701
53.57155,0.080722,0.047934,0.056613,0.033618
53.57728,0.080481,0.047785,0.056481,0.033535
53.58301,0.080240,0.047635,0.056348,0.033451
53.58874,0.079999,0.047485,0.056215,0.033368
53.59447,0.079757,0.047336,0.056081,0.033284
53.60020,0.079516,0.047186,0.055947,0.033200
53.60593,0.079274,0.047036,0.055813,0.033116
53.61166,0.079033,0.046886,0.055679,0.033032
53.61739,0.078791,0.046737,0.055544,0.032947
53.62312,0.078549,0.046587,0.055409,0.032863
53.62885,0.078307,0.046437,0.055273,0.032778
53.63458,0.078065,0.046287,0.055138,0.032693
53.64031,0.077822,0.046137,0.055002,0.032608
53.64604,0.077580,0.045987,0.054865,0.032523
53.65177,0.077338,0.045837,0.054728,0.032437
53.65750,0.077095,0.045687,0.054591,0.032351
53.66323,0.076852,0.045537,0.054454,0.032266
53.66896,0.076610,0.045387,0.054316,0.032180
53.67469,0.076367,0.045237,0.054178,0.032094
53.68042,0.076124,0.045087,0.054040,0.032007
53.68615,0.075881,0.044937,0.053902,0.031921
53.69187,0.075638,0.044787,0.053763,0.031834
53.69760,0.075394,0.044637,0.053623,0.031748
53.70333,0.075151,0.044487,0.053484,0.031661
53.70906,0.074908,0.044337,0.053344,0.031574
53.71479,0.074664,0.044187,0.053204,0.031486
53.72052,0.074420,0.044036,0.053063,0.031399
53.72625,0.074177,0.043886,0.052923,0.031311
53.73198,0.073933,0.043736,0.052781,0.031224
53.73771,0.073689,0.043586,0.052640,0.031136
53.74344,0.073445,0.043435,0.052498,0.031048
53.74917,0.073201,0.043285,0.052356,0.030959
53.75490,0.072956,0.043135,0.052214,0.030871
53.76063,0.072712,0.042984,0.052071,0.030782
53.76636,0.072468,0.042834,0.051928,0.030694
53.77209,0.072223,0.042684,0.051785,0.030605
53.77782,0.071978,0.042533,0.051641,0.030516
53.78355,0.071734,0.042383,0.051497,0.030427
53.78928,0.071489,0.042233,0.051353,0.030337
53.79501,0.071244,0.042082,0.051209,0.030248
53.80074,0.070999,0.041932,0.051064,0.030158
53.80647,0.070754,0.041781,0.050919,0.030068
53.81220,0.070509,0.041631,0.050773,0.029978
53.81793,0.070264,0.041480,0.050628,0.029888
53.82366,0.070018,0.041330,0.050481,0.029798
53.82938,0.069773,0.041179,0.050335,0.029707
53.83511,0.069527,0.041029,0.050188,0.029617
53.84084,0.069282,0.040878,0.050042,0.029526
53.84657,0.069036,0.040728,0.049894,0.029435
53.85230,0.068790,0.040577,0.049747,0.029344
53.85803,0.068544,0.040427,0.049599,0.029253
53.86376,0.068298,0.040276,0.049451,0.029161
53.86949,0.068052,0.040125,0.049302,0.029070
53.87522,0.067806,0.039975,0.049153,0.028978
53.88095,0.067560,0.039824,0.049004,0.028886
53.88668,0.067314,0.039674,0.048855,0.028794
53.89241,0.067067,0.039523,0.048705,0.028702
53.89814,0.066821,0.039372,0.048555,0.028610
53.90387,0.066574,0.039222,0.048405,0.028518
53.90960,0.066328,0.039071,0.048255,0.028425
53.91533,0.066081,0.038920,0.048104,0.028332
53.92106,0.065834,0.038770,0.047953,0.028239
53.92679,0.065587,0.038619,0.047801,0.028146
53.93252,0.065340,0.038468,0.047650,0.028053
53.93825,0.065093,0.038318,0.047498,0.027960
53.94398,0.064846,0.038167,0.047345,0.027866
53.94971,0.064599,0.038016,0.047193,0.027773
53.95544,0.064352,0.037866,0.047040,0.027679
53.96117,0.064105,0.037715,0.046887,0.027585
53.96689,0.063857,0.037564,0.046733,0.027491
53.97262,0.063610,0.037413,0.046579,0.027397
53.97835,0.063362,0.037263,0.046425,0.027302
53.98408,0.063114,0.037112,0.046271,0.027208
53.98981,0.062867,0.036961,0.046116,0.027113
53.99554,0.062619,0.036810,0.045961,0.027018
54.00127,0.062371,0.036660,0.045806,0.026923
54.00700,0.062123,0.036509,0.045651,0.026828
54.01273,0.061875,0.036358,0.045495,0.026733
54.01846,0.061627,0.036207,0.045339,0.026638
54.02419,0.061379,0.036057,0.045182,0.026542
54.02992,0.061131,0.035906,0.045026,0.026446
54.03565,0.060883,0.035755,0.044869,0.026351
54.04138,0.060634,0.035604,0.044712,0.026255
54.04711,0.060386,0.035454,0.044554,0.026159
54.05284,0.060137,0.035303,0.044396,0.026062
54.05857,0.059889,0.035152,0.044238,0.025966
54.06430,0.059640,0.035001,0.044080,0.025869
54.07003,0.059392,0.034851,0.043921,0.025773
54.07576,0.059143,0.034700,0.043762,0.025676
54.08149,0.058894,0.034549,0.043603,0.025579
54.08722,0.058645,0.034398,0.043444,0.025482
54.09295,0.058396,0.034248,0.043284,0.025385
54.09868,0.058147,0.034097,0.043124,0.025288
54.10440,0.057898,0.033946,0.042964,0.025190
54.11013,0.057649,0.033796,0.042803,0.025092
54.11586,0.057400,0.033645,0.042642,0.024995
54.12159,0.057151,0.033494,0.042481,0.024897
54.12732,0.056901,0.033343,0.042320,0.024799
54.13305,0.056652,0.033193,0.042158,0.024701
54.13878,0.056402,0.033042,0.041996,0.024602
54.14451,0.056153,0.032891,0.041834,0.024504
54.15024,0.055903,0.032740,0.041671,0.024405
54.15597,0.055654,0.032590,0.041509,0.024307
54.16170,0.055404,0.032439,0.041346,0.024208
54.16743,0.055154,0.032288,0.041182,0.024109
54.17316,0.054905,0.032138,0.041019,0.024010
54.17889,0.054655,0.031987,0.040855,0.023911
54.18462,0.054405,0.031836,0.040691,0.023811
54.19035,0.054155,0.031686,0.040526,0.023712
54.19608,0.053905,0.031535,0.040362,0.023612
54.20181,0.053655,0.031384,0.040197,0.023512
54.20754,0.053405,0.031234,0.040032,0.023413
54.21327,0.053155,0.031083,0.039866,0.023313
54.21900,0.052904,0.030933,0.039700,0.023212
54.22473,0.052654,0.030782,0.039534,0.023112
54.23046,0.052404,0.030631,0.039368,0.023012
54.23618,0.052153,0.030481,0.039202,0.022911
54.24191,0.051903,0.030330,0.039035,0.022811
54.24764,0.051653,0.030180,0.038868,0.022710
54.25337,0.051402,0.030029,0.038701,0.022609
54.25910,0.051151,0.029879,0.038533,0.022508
54.26483,0.050901,0.029728,0.038365,0.022407
54.27056,0.050650,0.029578,0.038197,0.022306
54.27629,0.050399,0.029427,0.038029,0.022204
54.28202,0.050149,0.029277,0.037860,0.022103
54.28775,0.049898,0.029126,0.037691,0.022001
54.29348,0.049647,0.028976,0.037522,0.021899
54.29921,0.049396,0.028825,0.037353,0.021797
54.30494,0.049145,0.028675,0.037183,0.021695
54.31067,0.048894,0.028524,0.037013,0.021593
54.31640,0.048643,0.028374,0.036843,0.021491
54.32213,0.048392,0.028224,0.036673,0.021389
54.32786,0.048141,0.028073,0.036502,0.021286
54.33359,0.047890,0.027923,0.036331,0.021183
54.33932,0.047639,0.027773,0.036160,0.021081
54.34505,0.047387,0.027622,0.035989,0.020978
54.35078,0.047136,0.027472,0.035817,0.020875
54.35651,0.046885,0.027322,0.035645,0.020772
54.36224,0.046634,0.027171,0.035473,0.020669
54.36797,0.046382,0.027021,0.035300,0.020565
54.37369,0.046131,0.026871,0.035128,0.020462
54.37942,0.045879,0.026721,0.034955,0.020358
54.38515,0.045628,0.026571,0.034782,0.020255
54.39088,0.045376,0.026420,0.034608,0.020151
54.39661,0.045125,0.026270,0.034435,0.020047
54.40234,0.044873,0.026120,0.034261,0.019943
54.40807,0.044621,0.025970,0.034087,0.019839
54.41380,0.044370,0.025820,0.033912,0.019734
54.41953,0.044118,0.025670,0.033738,0.019630
54.42526,0.043866,0.025520,0.033563,0.019526
54.43099,0.043614,0.025370,0.033388,0.019421
54.43672,0.043363,0.025220,0.033212,0.019316
54.44245,0.043111,0.025070,0.033037,0.019211
54.44818,0.042859,0.024920,0.032861,0.019107
54.45391,0.042607,0.024770,0.032685,0.019001
54.45964,0.042355,0.024620,0.032508,0.018896
54.46537,0.042103,0.024470,0.032332,0.018791
54.47110,0.041851,0.024320,0.032155,0.018686
54.47683,0.041599,0.024170,0.031978,0.018580
54.48256,0.041347,0.024021,0.031801,0.018475
54.48829,0.041095,0.023871,0.031623,0.018369
54.49402,0.040843,0.023721,0.031445,0.018263
54.49975,0.040591,0.023571,0.031267,0.018157
54.50548,0.040339,0.023422,0.031089,0.018051
54.51120,0.040086,0.023272,0.030911,0.017945
54.51693,0.039834,0.023122,0.030732,0.017839
54.52266,0.039582,0.022973,0.030553,0.017732
54.52839,0.039330,0.022823,0.030374,0.017626
54.53412,0.039077,0.022673,0.030195,0.017519
54.53985,0.038825,0.022524,0.030015,0.017413
54.54558,0.038573,0.022374,0.029835,0.017306
54.55131,0.038320,0.022225,0.029655,0.017199
54.55704,0.038068,0.022075,0.029475,0.017092
54.56277,0.037816,0.021926,0.029294,0.016985
54.56850,0.037563,0.021777,0.029113,0.016878
54.57423,0.037311,0.021627,0.028932,0.016771
54.57996,0.037059,0.021478,0.028751,0.016663
54.58569,0.036806,0.021329,0.028570,0.016556
54.59142,0.036554,0.021179,0.028388,0.016448
54.59715,0.036301,0.021030,0.028206,0.016341
54.60288,0.036049,0.020881,0.028024,0.016233
54.60861,0.035796,0.020732,0.027842,0.016125
54.61434,0.035544,0.020582,0.027659,0.016017
54.62007,0.035291,0.020433,0.027477,0.015909
54.62580,0.035038,0.020284,0.027294,0.015801
54.63153,0.034786,0.020135,0.027110,0.015692
54.63726,0.034533,0.019986,0.026927,0.015584
54.64298,0.034281,0.019837,0.026743,0.015476
54.64871,0.034028,0.019688,0.026559,0.015367
54.65444,0.033775,0.019539,0.026375,0.015258
54.66017,0.033523,0.019390,0.026191,0.015150
54.66590,0.033270,0.019242,0.026007,0.015041
54.67163,0.033017,0.019093,0.025822,0.014932
54.67736,0.032765,0.018944,0.025637,0.014823
54.68309,0.032512,0.018795,0.025452,0.014714
54.68882,0.032259,0.018646,0.025266,0.014604
54.69455,0.032007,0.018498,0.025081,0.014495
54.70028,0.031754,0.018349,0.024895,0.014386
54.70601,0.031501,0.018201,0.024709,0.014276
54.71174,0.031249,0.018052,0.024523,0.014167
54.71747,0.030996,0.017903,0.024336,0.014057
54.72320,0.030743,0.017755,0.024150,0.013947
54.72893,0.030490,0.017607,0.023963,0.013837
54.73466,0.030238,0.017458,0.023776,0.013727
54.74039,0.029985,0.017310,0.023589,0.013617
54.74612,0.029732,0.017161,0.023401,0.013507
54.75185,0.029480,0.017013,0.023213,0.013397
54.75758,0.029227,0.016865,0.023026,0.013287
54.76331,0.028974,0.016717,0.022837,0.013176
54.76904,0.028721,0.016569,0.022649,0.013066
54.77477,0.028469,0.016420,0.022461,0.012955
54.78049,0.028216,0.016272,0.022272,0.012845
54.78622,0.027963,0.016124,0.022083,0.012734
54.79195,0.027710,0.015976,0.021894,0.012623
54.79768,0.027458,0.015828,0.021705,0.012512
54.80341,0.027205,0.015680,0.021515,0.012401
54.80914,0.026952,0.015533,0.021326,0.012290
54.81487,0.026699,0.015385,0.021136,0.012179
54.82060,0.026447,0.015237,0.020946,0.012068
54.82633,0.026194,0.015089,0.020755,0.011956
54.83206,0.025941,0.014942,0.020565,0.011845
54.83779,0.025689,0.014794,0.020374,0.011733
54.84352,0.025436,0.014646,0.020183,0.011622
54.84925,0.025183,0.014499,0.019992,0.011510
54.85498,0.024930,0.014351,0.019801,0.011398
54.86071,0.024678,0.014204,0.019610,0.011287
54.86644,0.024425,0.014056,0.019418,0.011175
54.87217,0.024172,0.013909,0.019226,0.011063
54.87790,0.023920,0.013762,0.019034,0.010951
54.88363,0.023667,0.013614,0.018842,0.010839
54.88936,0.023415,0.013467,0.018650,0.010726
54.89509,0.023162,0.013320,0.018457,0.010614
54.90082,0.022909,0.013173,0.018264,0.010502
54.90655,0.022657,0.013026,0.018071,0.010389
54.91228,0.022404,0.012879,0.017878,0.010277
54.91800,0.022152,0.012732,0.017685,0.010164
54.92373,0.021899,0.012585,0.017491,0.010052
54.92946,0.021646,0.012438,0.017298,0.009939
54.93519,0.021394,0.012291,0.017104,0.009826
54.94092,0.021141,0.012144,0.016910,0.009713
54.94665,0.020889,0.011997,0.016716,0.009600
54.95238,0.020636,0.011851,0.016521,0.009487
54.95811,0.020384,0.011704,0.016327,0.009374
54.96384,0.020132,0.011557,0.016132,0.009261
54.96957,0.019879,0.011411,0.015937,0.009148
54.97530,0.019627,0.011264,0.015742,0.009035
54.98103,0.019374,0.011118,0.015546,0.008921
54.98676,0.019122,0.010972,0.015351,0.008808
54.99249,0.018870,0.010825,0.015155,0.008694
54.99822,0.018617,0.010679,0.014959,0.008581
55.00395,0.018365,0.010533,0.014763,0.008467
55.00968,0.018113,0.010387,0.014567,0.008353
55.01541,0.017861,0.010240,0.014371,0.008240
55.02114,0.017608,0.010094,0.014174,0.008126
55.02687,0.017356,0.009948,0.013978,0.008012
55.03260,0.017104,0.009802,0.013781,0.007898
55.03833,0.016852,0.009657,0.013584,0.007784
55.04406,0.016600,0.009511,0.013387,0.007670
55.04978,0.016348,0.009365,0.013189,0.007556
55.05551,0.016095,0.009219,0.012992,0.007441
55.06124,0.015843,0.009074,0.012794,0.007327
55.06697,0.015591,0.008928,0.012596,0.007213
55.07270,0.015339,0.008782,0.012398,0.007098
55.07843,0.015087,0.008637,0.012200,0.006984
55.08416,0.014835,0.008491,0.012002,0.006869
55.08989,0.014584,0.008346,0.011803,0.006755
55.09562,0.014332,0.008201,0.011604,0.006640
55.10135,0.014080,0.008055,0.011406,0.006525
55.10708,0.013828,0.007910,0.011207,0.006411
55.11281,0.013576,0.007765,0.011007,0.006296
55.11854,0.013325,0.007620,0.010808,0.006181
55.12427,0.013073,0.007475,0.010609,0.006066
55.13000,0.012821,0.007330,0.010409,0.005951
55.13573,0.012569,0.007185,0.010209,0.005836
55.14146,0.012318,0.007040,0.010009,0.005721
55.14719,0.012066,0.006896,0.009809,0.005606
55.15292,0.011815,0.006751,0.009609,0.005490
55.15865,0.011563,0.006606,0.009408,0.005375
55.16438,0.011312,0.006462,0.009208,0.005260
55.17011,0.011060,0.006317,0.009007,0.005144
55.17584,0.010809,0.006173,0.008806,0.005029
55.18157,0.010558,0.006028,0.008605,0.004913
55.18729,0.010306,0.005884,0.008404,0.004798
55.19302,0.010055,0.005740,0.008203,0.004682
55.19875,0.009804,0.005595,0.008001,0.004566
55.20448,0.009553,0.005451,0.007799,0.004451
55.21021,0.009301,0.005307,0.007598,0.004335
55.21594,0.009050,0.005163,0.007396,0.004219
55.22167,0.008799,0.005019,0.007194,0.004103
55.22740,0.008548,0.004875,0.006991,0.003987
55.23313,0.008297,0.004731,0.006789,0.003871
55.23886,0.008046,0.004588,0.006587,0.003755
55.24459,0.007795,0.004444,0.006384,0.003639
55.25032,0.007545,0.004300,0.006181,0.003523
55.25605,0.007294,0.004157,0.005978,0.003407
55.26178,0.007043,0.004013,0.005775,0.003291
55.26751,0.006792,0.003870,0.005572,0.003175
55.27324,0.006542,0.003727,0.005369,0.003058
55.27897,0.006291,0.003583,0.005165,0.002942
55.28470,0.006040,0.003440,0.004962,0.002826
55.29043,0.005790,0.003297,0.004758,0.002709
55.29616,0.005539,0.003154,0.004554,0.002593
55.30189,0.005289,0.003011,0.004350,0.002476
55.30762,0.005039,0.002868,0.004146,0.002360
55.31335,0.004788,0.002725,0.003941,0.002243
55.31908,0.004538,0.002582,0.003737,0.002126
55.32480,0.004288,0.002439,0.003532,0.002010
55.33053,0.004038,0.002297,0.003328,0.001893
55.33626,0.003788,0.002154,0.003123,0.001776
55.34199,0.003538,0.002012,0.002918,0.001659
55.34772,0.003288,0.001869,0.002713,0.001543
55.35345,0.003038,0.001727,0.002508,0.001426
55.35918,0.002788,0.001585,0.002302,0.001309
55.36491,0.002538,0.001442,0.002097,0.001192
55.37064,0.002288,0.001300,0.001891,0.001075
55.37637,0.002038,0.001158,0.001686,0.000958
55.38210,0.001789,0.001016,0.001480,0.000841
55.38783,0.001539,0.000874,0.001274,0.000724
55.39356,0.001290,0.000732,0.001068,0.000606
55.39929,0.001040,0.000591,0.000861,0.000489
55.40502,0.000791,0.000449,0.000655,0.000372
55.41075,0.000541,0.000307,0.000449,0.000255
55.41648,0.000292,0.000166,0.000242,0.000137
55.42221,0.000043,0.000024,0.000035,0.000020
55.42794,0.000206,0.000117,0.000171,0.000097
55.43367,0.000456,0.000258,0.000378,0.000215
55.43940,0.000705,0.000400,0.000585,0.000332
55.44513,0.000954,0.000541,0.000792,0.000449
55.45086,0.001203,0.000682,0.001000,0.000567
55.45658,0.001451,0.000823,0.001207,0.000684
55.46231,0.001700,0.000964,0.001415,0.000802
55.46804,0.001949,0.001105,0.001622,0.000920
55.47377,0.002198,0.001246,0.001830,0.001037
55.47950,0.002446,0.001386,0.002038,0.001155
55.48523,0.002695,0.001527,0.002246,0.001272
55.49096,0.002943,0.001667,0.002454,0.001390
55.49669,0.003192,0.001808,0.002662,0.001508
55.50242,0.003440,0.001948,0.002870,0.001626
55.50815,0.003688,0.002089,0.003079,0.001743
55.51388,0.003936,0.002229,0.003287,0.001861
55.51961,0.004185,0.002369,0.003496,0.001979
55.52534,0.004433,0.002509,0.003704,0.002097
55.53107,0.004681,0.002649,0.003913,0.002215
55.53680,0.004929,0.002789,0.004122,0.002333
55.54253,0.005176,0.002929,0.004331,0.002451
55.54826,0.005424,0.003068,0.004540,0.002568
55.55399,0.005672,0.003208,0.004749,0.002686
55.55972,0.005919,0.003348,0.004959,0.002804
55.56545,0.006167,0.003487,0.005168,0.002922
55.57118,0.006414,0.003627,0.005378,0.003040
55.57691,0.006662,0.003766,0.005587,0.003158
55.58264,0.006909,0.003905,0.005797,0.003277
55.58837,0.007156,0.004044,0.006007,0.003395
55.59409,0.007404,0.004183,0.006217,0.003513
55.59982,0.007651,0.004322,0.006427,0.003631
55.60555,0.007898,0.004461,0.006637,0.003749
55.61128,0.008145,0.004600,0.006847,0.003867
55.61701,0.008391,0.004739,0.007057,0.003985
55.62274,0.008638,0.004877,0.007268,0.004104
55.62847,0.008885,0.005016,0.007478,0.004222
55.63420,0.009131,0.005154,0.007688,0.004340
55.63993,0.009378,0.005293,0.007899,0.004458
55.64566,0.009624,0.005431,0.008110,0.004576
55.65139,0.009871,0.005569,0.008321,0.004695
55.65712,0.010117,0.005707,0.008532,0.004813
55.66285,0.010363,0.005845,0.008743,0.004931
55.66858,0.010609,0.005983,0.008954,0.005050
55.67431,0.010855,0.006121,0.009165,0.005168
55.68004,0.011101,0.006259,0.009376,0.005286
55.68577,0.011347,0.006397,0.009587,0.005405
55.69150,0.011593,0.006534,0.009799,0.005523
55.69723,0.011839,0.006672,0.010010,0.005641
55.70296,0.012084,0.006809,0.010222,0.005760
55.70869,0.012330,0.006947,0.010433,0.005878
55.71442,0.012575,0.007084,0.010645,0.005997
55.72015,0.012820,0.007221,0.010857,0.006115
55.72588,0.013066,0.007358,0.011069,0.006233
55.73160,0.013311,0.007495,0.011281,0.006352
55.73733,0.013556,0.007632,0.011493,0.006470
55.74306,0.013801,0.007769,0.011705,0.006589
55.74879,0.014046,0.007905,0.011917,0.006707
55.75452,0.014290,0.008042,0.012129,0.006826
55.76025,0.014535,0.008178,0.012341,0.006944
55.76598,0.014780,0.008315,0.012554,0.007062
55.77171,0.015024,0.008451,0.012766,0.007181
55.77744,0.015269,0.008587,0.012979,0.007299
55.78317,0.015513,0.008723,0.013191,0.007418
55.78890,0.015757,0.008859,0.013404,0.007536
55.79463,0.016001,0.008995,0.013617,0.007655
55.80036,0.016245,0.009131,0.013830,0.007773
55.80609,0.016489,0.009267,0.014043,0.007892
55.81182,0.016733,0.009402,0.014255,0.008010
55.81755,0.016977,0.009538,0.014468,0.008129
55.82328,0.017220,0.009673,0.014682,0.008247
55.82901,0.017464,0.009809,0.014895,0.008366
55.83474,0.017707,0.009944,0.015108,0.008484
55.84047,0.017951,0.010079,0.015321,0.008603
55.84620,0.018194,0.010214,0.015534,0.008721
55.85193,0.018437,0.010349,0.015748,0.008840
55.85766,0.018680,0.010484,0.015961,0.008958
55.86339,0.018923,0.010619,0.016175,0.009077
55.86911,0.019166,0.010754,0.016388,0.009195
55.87484,0.019408,0.010888,0.016602,0.009314
55.88057,0.019651,0.011023,0.016815,0.009432
55.88630,0.019894,0.011157,0.017029,0.009551
55.89203,0.020136,0.011291,0.017243,0.009669
55.89776,0.020378,0.011425,0.017457,0.009787
55.90349,0.020620,0.011560,0.017671,0.009906
55.90922,0.020863,0.011694,0.017884,0.010024
55.91495,0.021104,0.011827,0.018098,0.010143
55.92068,0.021346,0.011961,0.018312,0.010261
55.92641,0.021588,0.012095,0.018527,0.010380
55.93214,0.021830,0.012228,0.018741,0.010498
55.93787,0.022071,0.012362,0.018955,0.010616
55.94360,0.022313,0.012495,0.019169,0.010735
55.94933,0.022554,0.012629,0.019383,0.010853
55.95506,0.022795,0.012762,0.019598,0.010972
55.96079,0.023036,0.012895,0.019812,0.011090
55.96652,0.023277,0.013028,0.020026,0.011208
55.97225,0.023518,0.013161,0.020241,0.011327
55.97798,0.023759,0.013293,0.020455,0.011445
55.98371,0.024000,0.013426,0.020670,0.011563
55.98944,0.024240,0.013559,0.020884,0.011682
55.99517,0.024481,0.013691,0.021099,0.011800
56.00089,0.024721,0.013823,0.021313,0.011918
56.00662,0.024961,0.013956,0.021528,0.012036
56.01235,0.025201,0.014088,0.021743,0.012155
56.01808,0.025441,0.014220,0.021958,0.012273
56.02381,0.025681,0.014352,0.022172,0.012391
56.02954,0.025921,0.014484,0.022387,0.012509
56.03527,0.026160,0.014615,0.022602,0.012627
56.04100,0.026400,0.014747,0.022817,0.012746
56.04673,0.026639,0.014878,0.023032,0.012864
56.05246,0.026879,0.015010,0.023247,0.012982
56.05819,0.027118,0.015141,0.023462,0.013100
56.06392,0.027357,0.015272,0.023677,0.013218
56.06965,0.027596,0.015403,0.023892,0.013336
56.07538,0.027834,0.015534,0.024107,0.013454
56.08111,0.028073,0.015665,0.024322,0.013572
56.08684,0.028311,0.015796,0.024537,0.013690
56.09257,0.028550,0.015927,0.024752,0.013808
56.09830,0.028788,0.016057,0.024967,0.013926
56.10403,0.029026,0.016188,0.025182,0.014044
56.10976,0.029264,0.016318,0.025398,0.014162
56.11549,0.029502,0.016448,0.025613,0.014280
56.12122,0.029740,0.016578,0.025828,0.014398
56.12695,0.029978,0.016708,0.026043,0.014515
56.13268,0.030215,0.016838,0.026259,0.014633
56.13840,0.030453,0.016968,0.026474,0.014751
56.14413,0.030690,0.017097,0.026689,0.014869
56.14986,0.030927,0.017227,0.026905,0.014987
56.15559,0.031164,0.017356,0.027120,0.015104
56.16132,0.031401,0.017486,0.027335,0.015222
56.16705,0.031638,0.017615,0.027551,0.015340
56.17278,0.031874,0.017744,0.027766,0.015457
56.17851,0.032111,0.017873,0.027982,0.015575
56.18424,0.032347,0.018002,0.028197,0.015692
56.18997,0.032583,0.018131,0.028413,0.015810
56.19570,0.032819,0.018259,0.028628,0.015927
56.20143,0.033055,0.018388,0.028844,0.016045
56.20716,0.033291,0.018516,0.029059,0.016162
56.21289,0.033527,0.018645,0.029275,0.016280
56.21862,0.033763,0.018773,0.029490,0.016397
56.22435,0.033998,0.018901,0.029706,0.016515
56.23008,0.034233,0.019029,0.029921,0.016632
56.23581,0.034468,0.019157,0.030137,0.016749
56.24154,0.034703,0.019284,0.030352,0.016866
56.24727,0.034938,0.019412,0.030568,0.016984
56.25300,0.035173,0.019540,0.030783,0.017101
56.25873,0.035408,0.019667,0.030999,0.017218
56.26446,0.035642,0.019794,0.031214,0.017335
56.27019,0.035876,0.019921,0.031430,0.017452
56.27591,0.036111,0.020048,0.031645,0.017569
56.28164,0.036345,0.020175,0.031861,0.017686
56.28737,0.036579,0.020302,0.032076,0.017803
56.29310,0.036812,0.020429,0.032292,0.017920
56.29883,0.037046,0.020555,0.032507,0.018037
56.30456,0.037279,0.020682,0.032723,0.018154
56.31029,0.037513,0.020808,0.032938,0.018271
56.31602,0.037746,0.020934,0.033154,0.018388
56.32175,0.037979,0.021060,0.033369,0.018504
56.32748,0.038212,0.021186,0.033585,0.018621
56.33321,0.038445,0.021312,0.033800,0.018738
56.33894,0.038677,0.021438,0.034016,0.018854
56.34467,0.038910,0.021564,0.034231,0.018971
56.35040,0.039142,0.021689,0.034447,0.019087
56.35613,0.039374,0.021815,0.034662,0.019204
56.36186,0.039606,0.021940,0.034878,0.019320
56.36759,0.039838,0.022065,0.035093,0.019437
56.37332,0.040070,0.022190,0.035308,0.019553
56.37905,0.040302,0.022315,0.035524,0.019669
56.38478,0.040533,0.022440,0.035739,0.019786
56.39051,0.040764,0.022564,0.035954,0.019902
56.39624,0.040995,0.022689,0.036170,0.020018
56.40197,0.041226,0.022813,0.036385,0.020134
56.40769,0.041457,0.022937,0.036600,0.020250
56.41342,0.041688,0.023062,0.036816,0.020366
56.41915,0.041919,0.023186,0.037031,0.020482
56.42488,0.042149,0.023310,0.037246,0.020598
56.43061,0.042379,0.023433,0.037461,0.020714
56.43634,0.042609,0.023557,0.037677,0.020830
56.44207,0.042839,0.023681,0.037892,0.020946
56.44780,0.043069,0.023804,0.038107,0.021062
56.45353,0.043299,0.023927,0.038322,0.021177
56.45926,0.043528,0.024051,0.038537,0.021293
