theta_deg,F1E,FH,FE
17.15837,0.936203,0.987218,0.924236
17.15894,0.936198,0.987217,0.924231
17.15951,0.936194,0.987215,0.924225
17.16009,0.936190,0.987213,0.924219
17.16066,0.936186,0.987212,0.924214
17.16123,0.936182,0.987210,0.924208
17.16180,0.936178,0.987208,0.924202
17.16238,0.936174,0.987206,0.924197
17.16295,0.936169,0.987205,0.924191
17.16352,0.936165,0.987203,0.924185
17.16410,0.936161,0.987201,0.924180
17.16467,0.936157,0.987200,0.924174
17.16524,0.936153,0.987198,0.924168
17.16582,0.936149,0.987196,0.924163
17.16639,0.936145,0.987195,0.924157
17.16696,0.936141,0.987193,0.924151
17.16753,0.936136,0.987191,0.924146
17.16811,0.936132,0.987190,0.924140
17.16868,0.936128,0.987188,0.924134
17.16925,0.936124,0.987186,0.924129
17.16983,0.936120,0.987184,0.924123
17.17040,0.936116,0.987183,0.924117
17.17097,0.936112,0.987181,0.924112
17.17155,0.936107,0.987179,0.924106
17.17212,0.936103,0.987178,0.924100
17.17269,0.936099,0.987176,0.924095
17.17326,0.936095,0.987174,0.924089
17.17384,0.936091,0.987173,0.924083
17.17441,0.936087,0.987171,0.924078
17.17498,0.936083,0.987169,0.924072
17.17556,0.936079,0.987168,0.924066
17.17613,0.936074,0.987166,0.924061
17.17670,0.936070,0.987164,0.924055
17.17727,0.936066,0.987162,0.924049
17.17785,0.936062,0.987161,0.924044
17.17842,0.936058,0.987159,0.924038
17.17899,0.936054,0.987157,0.924032
17.17957,0.936050,0.987156,0.924027
17.18014,0.936045,0.987154,0.924021
17.18071,0.936041,0.987152,0.924015
17.18129,0.936037,0.987151,0.924010
17.18186,0.936033,0.987149,0.924004
17.18243,0.936029,0.987147,0.923998
17.18300,0.936025,0.987146,0.923993
17.18358,0.936021,0.987144,0.923987
17.18415,0.936016,0.987142,0.923981
17.18472,0.936012,0.987140,0.923976
17.18530,0.936008,0.987139,0.923970
17.18587,0.936004,0.987137,0.923964
17.18644,0.936000,0.987135,0.923959
17.18701,0.935996,0.987134,0.923953
17.18759,0.935992,0.987132,0.923947
17.18816,0.935988,0.987130,0.923942
17.18873,0.935983,0.987129,0.923936
17.18931,0.935979,0.987127,0.923930
17.18988,0.935975,0.987125,0.923925
17.19045,0.935971,0.987123,0.923919
17.19103,0.935967,0.987122,0.923913
17.19160,0.935963,0.987120,0.923908
17.19217,0.935959,0.987118,0.923902
17.19274,0.935954,0.987117,0.923896
17.19332,0.935950,0.987115,0.923891
17.19389,0.935946,0.987113,0.923885
17.19446,0.935942,0.987112,0.923879
17.19504,0.935938,0.987110,0.923874
17.19561,0.935934,0.987108,0.923868
17.19618,0.935930,0.987106,0.923862
17.19676,0.935925,0.987105,0.923857
17.19733,0.935921,0.987103,0.923851
17.19790,0.935917,0.987101,0.923845
17.19847,0.935913,0.987100,0.923839
17.19905,0.935909,0.987098,0.923834
17.19962,0.935905,0.987096,0.923828
17.20019,0.935901,0.987095,0.923822
17.20077,0.935896,0.987093,0.923817
17.20134,0.935892,0.987091,0.923811
17.20191,0.935888,0.987089,0.923805
17.20248,0.935884,0.987088,0.923800
17.20306,0.935880,0.987086,0.923794
17.20363,0.935876,0.987084,0.923788
17.20420,0.935872,0.987083,0.923783
17.20478,0.935868,0.987081,0.923777
17.20535,0.935863,0.987079,0.923771
17.20592,0.935859,0.987078,0.923766
17.20650,0.935855,0.987076,0.923760
17.20707,0.935851,0.987074,0.923754
17.20764,0.935847,0.987072,0.923749
17.20821,0.935843,0.987071,0.923743
17.20879,0.935839,0.987069,0.923737
17.20936,0.935834,0.987067,0.923732
17.20993,0.935830,0.987066,0.923726
17.21051,0.935826,0.987064,0.923720
17.21108,0.935822,0.987062,0.923715
17.21165,0.935818,0.987061,0.923709
17.21223,0.935814,0.987059,0.923703
17.21280,0.935810,0.987057,0.923697
17.21337,0.935805,0.987055,0.923692
17.21394,0.935801,0.987054,0.923686
17.21452,0.935797,0.987052,0.923680
17.21509,0.935793,0.987050,0.923675
17.21566,0.935789,0.987049,0.923669
17.21624,0.935785,0.987047,0.923663
17.21681,0.935781,0.987045,0.923658
17.21738,0.935776,0.987044,0.923652
17.21795,0.935772,0.987042,0.923646
17.21853,0.935768,0.987040,0.923641
17.21910,0.935764,0.987038,0.923635
17.21967,0.935760,0.987037,0.923629
17.22025,0.935756,0.987035,0.923624
17.22082,0.935752,0.987033,0.923618
17.22139,0.935747,0.987032,0.923612
17.22197,0.935743,0.987030,0.923607
17.22254,0.935739,0.987028,0.923601
17.22311,0.935735,0.987026,0.923595
17.22368,0.935731,0.987025,0.923589
17.22426,0.935727,0.987023,0.923584
17.22483,0.935723,0.987021,0.923578
17.22540,0.935718,0.987020,0.923572
17.22598,0.935714,0.987018,0.923567
17.22655,0.935710,0.987016,0.923561
17.22712,0.935706,0.987015,0.923555
17.22769,0.935702,0.987013,0.923550
17.22827,0.935698,0.987011,0.923544
17.22884,0.935693,0.987009,0.923538
17.22941,0.935689,0.987008,0.923533
17.22999,0.935685,0.987006,0.923527
17.23056,0.935681,0.987004,0.923521
17.23113,0.935677,0.987003,0.923515
17.23171,0.935673,0.987001,0.923510
17.23228,0.935669,0.986999,0.923504
17.23285,0.935664,0.986997,0.923498
17.23342,0.935660,0.986996,0.923493
17.23400,0.935656,0.986994,0.923487
17.23457,0.935652,0.986992,0.923481
17.23514,0.935648,0.986991,0.923476
17.23572,0.935644,0.986989,0.923470
17.23629,0.935640,0.986987,0.923464
17.23686,0.935635,0.986985,0.923459
17.23744,0.935631,0.986984,0.923453
17.23801,0.935627,0.986982,0.923447
17.23858,0.935623,0.986980,0.923441
17.23915,0.935619,0.986979,0.923436
17.23973,0.935615,0.986977,0.923430
17.24030,0.935611,0.986975,0.923424
17.24087,0.935606,0.986973,0.923419
17.24145,0.935602,0.986972,0.923413
17.24202,0.935598,0.986970,0.923407
17.24259,0.935594,0.986968,0.923402
17.24316,0.935590,0.986967,0.923396
17.24374,0.935586,0.986965,0.923390
17.24431,0.935582,0.986963,0.923385
17.24488,0.935577,0.986961,0.923379
17.24546,0.935573,0.986960,0.923373
17.24603,0.935569,0.986958,0.923367
17.24660,0.935565,0.986956,0.923362
17.24718,0.935561,0.986955,0.923356
17.24775,0.935557,0.986953,0.923350
17.24832,0.935552,0.986951,0.923345
17.24889,0.935548,0.986949,0.923339
17.24947,0.935544,0.986948,0.923333
17.25004,0.935540,0.986946,0.923328
17.25061,0.935536,0.986944,0.923322
17.25119,0.935532,0.986943,0.923316
17.25176,0.935528,0.986941,0.923310
17.25233,0.935523,0.986939,0.923305
17.25291,0.935519,0.986937,0.923299
17.25348,0.935515,0.986936,0.923293
17.25405,0.935511,0.986934,0.923288
17.25462,0.935507,0.986932,0.923282
17.25520,0.935503,0.986931,0.923276
17.25577,0.935499,0.986929,0.923271
17.25634,0.935494,0.986927,0.923265
17.25692,0.935490,0.986925,0.923259
17.25749,0.935486,0.986924,0.923253
17.25806,0.935482,0.986922,0.923248
17.25863,0.935478,0.986920,0.923242
17.25921,0.935474,0.986919,0.923236
17.25978,0.935469,0.986917,0.923231
17.26035,0.935465,0.986915,0.923225
17.26093,0.935461,0.986913,0.923219
17.26150,0.935457,0.986912,0.923213
17.26207,0.935453,0.986910,0.923208
17.26265,0.935449,0.986908,0.923202
17.26322,0.935445,0.986907,0.923196
17.26379,0.935440,0.986905,0.923191
17.26436,0.935436,0.986903,0.923185
17.26494,0.935432,0.986901,0.923179
17.26551,0.935428,0.986900,0.923174
17.26608,0.935424,0.986898,0.923168
17.26666,0.935420,0.986896,0.923162
17.26723,0.935415,0.986895,0.923156
17.26780,0.935411,0.986893,0.923151
17.26837,0.935407,0.986891,0.923145
17.26895,0.935403,0.986889,0.923139
17.26952,0.935399,0.986888,0.923134
17.27009,0.935395,0.986886,0.923128
17.27067,0.935391,0.986884,0.923122
17.27124,0.935386,0.986883,0.923116
17.27181,0.935382,0.986881,0.923111
17.27239,0.935378,0.986879,0.923105
17.27296,0.935374,0.986877,0.923099
17.27353,0.935370,0.986876,0.923094
17.27410,0.935366,0.986874,0.923088
17.27468,0.935361,0.986872,0.923082
17.27525,0.935357,0.986870,0.923076
17.27582,0.935353,0.986869,0.923071
17.27640,0.935349,0.986867,0.923065
17.27697,0.935345,0.986865,0.923059
17.27754,0.935341,0.986864,0.923054
17.27812,0.935337,0.986862,0.923048
17.27869,0.935332,0.986860,0.923042
17.27926,0.935328,0.986858,0.923036
17.27983,0.935324,0.986857,0.923031
17.28041,0.935320,0.986855,0.923025
17.28098,0.935316,0.986853,0.923019
17.28155,0.935312,0.986852,0.923014
17.28213,0.935307,0.986850,0.923008
17.28270,0.935303,0.986848,0.923002
17.28327,0.935299,0.986846,0.922996
17.28384,0.935295,0.986845,0.922991
17.28442,0.935291,0.986843,0.922985
17.28499,0.935287,0.986841,0.922979
17.28556,0.935282,0.986839,0.922974
17.28614,0.935278,0.986838,0.922968
17.28671,0.935274,0.986836,0.922962
17.28728,0.935270,0.986834,0.922956
17.28786,0.935266,0.986833,0.922951
17.28843,0.935262,0.986831,0.922945
17.28900,0.935258,0.986829,0.922939
17.28957,0.935253,0.986827,0.922934
17.29015,0.935249,0.986826,0.922928
17.29072,0.935245,0.986824,0.922922
17.29129,0.935241,0.986822,0.922916
17.29187,0.935237,0.986820,0.922911
17.29244,0.935233,0.986819,0.922905
17.29301,0.935228,0.986817,0.922899
17.29359,0.935224,0.986815,0.922894
17.29416,0.935220,0.986814,0.922888
17.29473,0.935216,0.986812,0.922882
17.29530,0.935212,0.986810,0.922876
17.29588,0.935208,0.986808,0.922871
17.29645,0.935203,0.986807,0.922865
17.29702,0.935199,0.986805,0.922859
17.29760,0.935195,0.986803,0.922854
17.29817,0.935191,0.986801,0.922848
17.29874,0.935187,0.986800,0.922842
17.29931,0.935183,0.986798,0.922836
17.29989,0.935178,0.986796,0.922831
17.30046,0.935174,0.986795,0.922825
17.30103,0.935170,0.986793,0.922819
17.30161,0.935166,0.986791,0.922813
17.30218,0.935162,0.986789,0.922808
17.30275,0.935158,0.986788,0.922802
17.30333,0.935154,0.986786,0.922796
17.30390,0.935149,0.986784,0.922791
17.30447,0.935145,0.986782,0.922785
17.30504,0.935141,0.986781,0.922779
17.30562,0.935137,0.986779,0.922773
17.30619,0.935133,0.986777,0.922768
17.30676,0.935129,0.986775,0.922762
17.30734,0.935124,0.986774,0.922756
17.30791,0.935120,0.986772,0.922750
17.30848,0.935116,0.986770,0.922745
17.30905,0.935112,0.986769,0.922739
17.30963,0.935108,0.986767,0.922733
17.31020,0.935104,0.986765,0.922728
17.31077,0.935099,0.986763,0.922722
17.31135,0.935095,0.986762,0.922716
17.31192,0.935091,0.986760,0.922710
17.31249,0.935087,0.986758,0.922705
17.31307,0.935083,0.986756,0.922699
17.31364,0.935079,0.986755,0.922693
17.31421,0.935074,0.986753,0.922687
17.31478,0.935070,0.986751,0.922682
17.31536,0.935066,0.986750,0.922676
17.31593,0.935062,0.986748,0.922670
17.31650,0.935058,0.986746,0.922665
17.31708,0.935054,0.986744,0.922659
17.31765,0.935049,0.986743,0.922653
17.31822,0.935045,0.986741,0.922647
17.31880,0.935041,0.986739,0.922642
17.31937,0.935037,0.986737,0.922636
17.31994,0.935033,0.986736,0.922630
17.32051,0.935029,0.986734,0.922624
17.32109,0.935024,0.986732,0.922619
17.32166,0.935020,0.986730,0.922613
17.32223,0.935016,0.986729,0.922607
17.32281,0.935012,0.986727,0.922602
17.32338,0.935008,0.986725,0.922596
17.32395,0.935004,0.986723,0.922590
17.32452,0.934999,0.986722,0.922584
17.32510,0.934995,0.986720,0.922579
17.32567,0.934991,0.986718,0.922573
17.32624,0.934987,0.986717,0.922567
17.32682,0.934983,0.986715,0.922561
17.32739,0.934979,0.986713,0.922556
17.32796,0.934974,0.986711,0.922550
17.32854,0.934970,0.986710,0.922544
17.32911,0.934966,0.986708,0.922538
17.32968,0.934962,0.986706,0.922533
17.33025,0.934958,0.986704,0.922527
17.33083,0.934954,0.986703,0.922521
17.33140,0.934949,0.986701,0.922515
17.33197,0.934945,0.986699,0.922510
17.33255,0.934941,0.986697,0.922504
17.33312,0.934937,0.986696,0.922498
17.33369,0.934933,0.986694,0.922493
17.33427,0.934929,0.986692,0.922487
17.33484,0.934924,0.986690,0.922481
17.33541,0.934920,0.986689,0.922475
17.33598,0.934916,0.986687,0.922470
17.33656,0.934912,0.986685,0.922464
17.33713,0.934908,0.986684,0.922458
17.33770,0.934904,0.986682,0.922452
17.33828,0.934899,0.986680,0.922447
17.33885,0.934895,0.986678,0.922441
17.33942,0.934891,0.986677,0.922435
17.33999,0.934887,0.986675,0.922429
17.34057,0.934883,0.986673,0.922424
17.34114,0.934879,0.986671,0.922418
17.34171,0.934874,0.986670,0.922412
17.34229,0.934870,0.986668,0.922406
17.34286,0.934866,0.986666,0.922401
17.34343,0.934862,0.986664,0.922395
17.34401,0.934858,0.986663,0.922389
17.34458,0.934854,0.986661,0.922383
17.34515,0.934849,0.986659,0.922378
17.34572,0.934845,0.986657,0.922372
17.34630,0.934841,0.986656,0.922366
17.34687,0.934837,0.986654,0.922360
17.34744,0.934833,0.986652,0.922355
17.34802,0.934829,0.986650,0.922349
17.34859,0.934824,0.986649,0.922343
17.34916,0.934820,0.986647,0.922338
17.34973,0.934816,0.986645,0.922332
17.35031,0.934812,0.986643,0.922326
17.35088,0.934808,0.986642,0.922320
17.35145,0.934804,0.986640,0.922315
17.35203,0.934799,0.986638,0.922309
17.35260,0.934795,0.986636,0.922303
17.35317,0.934791,0.986635,0.922297
17.35375,0.934787,0.986633,0.922292
17.35432,0.934783,0.986631,0.922286
17.35489,0.934779,0.986629,0.922280
17.35546,0.934774,0.986628,0.922274
17.35604,0.934770,0.986626,0.922269
17.35661,0.934766,0.986624,0.922263
17.35718,0.934762,0.986623,0.922257
17.35776,0.934758,0.986621,0.922251
17.35833,0.934753,0.986619,0.922246
17.35890,0.934749,0.986617,0.922240
17.35948,0.934745,0.986616,0.922234
17.36005,0.934741,0.986614,0.922228
17.36062,0.934737,0.986612,0.922223
17.36119,0.934733,0.986610,0.922217
17.36177,0.934728,0.986609,0.922211
17.36234,0.934724,0.986607,0.922205
17.36291,0.934720,0.986605,0.922200
17.36349,0.934716,0.986603,0.922194
17.36406,0.934712,0.986602,0.922188
17.36463,0.934708,0.986600,0.922182
17.36520,0.934703,0.986598,0.922177
17.36578,0.934699,0.986596,0.922171
17.36635,0.934695,0.986595,0.922165
17.36692,0.934691,0.986593,0.922159
17.36750,0.934687,0.986591,0.922154
17.36807,0.934683,0.986589,0.922148
17.36864,0.934678,0.986588,0.922142
17.36922,0.934674,0.986586,0.922136
17.36979,0.934670,0.986584,0.922131
17.37036,0.934666,0.986582,0.922125
17.37093,0.934662,0.986581,0.922119
17.37151,0.934657,0.986579,0.922113
17.37208,0.934653,0.986577,0.922107
17.37265,0.934649,0.986575,0.922102
17.37323,0.934645,0.986574,0.922096
17.37380,0.934641,0.986572,0.922090
17.37437,0.934637,0.986570,0.922084
17.37495,0.934632,0.986568,0.922079
17.37552,0.934628,0.986567,0.922073
17.37609,0.934624,0.986565,0.922067
17.37666,0.934620,0.986563,0.922061
17.37724,0.934616,0.986561,0.922056
17.37781,0.934612,0.986560,0.922050
17.37838,0.934607,0.986558,0.922044
17.37896,0.934603,0.986556,0.922038
17.37953,0.934599,0.986554,0.922033
17.38010,0.934595,0.986553,0.922027
17.38067,0.934591,0.986551,0.922021
17.38125,0.934586,0.986549,0.922015
17.38182,0.934582,0.986547,0.922010
17.38239,0.934578,0.986546,0.922004
17.38297,0.934574,0.986544,0.921998
17.38354,0.934570,0.986542,0.921992
17.38411,0.934566,0.986540,0.921987
17.38469,0.934561,0.986539,0.921981
17.38526,0.934557,0.986537,0.921975
17.38583,0.934553,0.986535,0.921969
17.38640,0.934549,0.986533,0.921964
17.38698,0.934545,0.986531,0.921958
17.38755,0.934540,0.986530,0.921952
17.38812,0.934536,0.986528,0.921946
17.38870,0.934532,0.986526,0.921940
17.38927,0.934528,0.986524,0.921935
17.38984,0.934524,0.986523,0.921929
17.39041,0.934520,0.986521,0.921923
17.39099,0.934515,0.986519,0.921917
17.39156,0.934511,0.986517,0.921912
17.39213,0.934507,0.986516,0.921906
17.39271,0.934503,0.986514,0.921900
17.39328,0.934499,0.986512,0.921894
17.39385,0.934495,0.986510,0.921889
17.39443,0.934490,0.986509,0.921883
17.39500,0.934486,0.986507,0.921877
17.39557,0.934482,0.986505,0.921871
17.39614,0.934478,0.986503,0.921866
17.39672,0.934474,0.986502,0.921860
17.39729,0.934469,0.986500,0.921854
17.39786,0.934465,0.986498,0.921848
17.39844,0.934461,0.986496,0.921842
17.39901,0.934457,0.986495,0.921837
17.39958,0.934453,0.986493,0.921831
17.40016,0.934449,0.986491,0.921825
17.40073,0.934444,0.986489,0.921819
17.40130,0.934440,0.986488,0.921814
17.40187,0.934436,0.986486,0.921808
17.40245,0.934432,0.986484,0.921802
17.40302,0.934428,0.986482,0.921796
17.40359,0.934423,0.986481,0.921791
17.40417,0.934419,0.986479,0.921785
17.40474,0.934415,0.986477,0.921779
17.40531,0.934411,0.986475,0.921773
17.40588,0.934407,0.986473,0.921767
17.40646,0.934403,0.986472,0.921762
17.40703,0.934398,0.986470,0.921756
17.40760,0.934394,0.986468,0.921750
17.40818,0.934390,0.986466,0.921744
17.40875,0.934386,0.986465,0.921739
17.40932,0.934382,0.986463,0.921733
17.40990,0.934377,0.986461,0.921727
17.41047,0.934373,0.986459,0.921721
17.41104,0.934369,0.986458,0.921715
17.41161,0.934365,0.986456,0.921710
17.41219,0.934361,0.986454,0.921704
17.41276,0.934356,0.986452,0.921698
17.41333,0.934352,0.986451,0.921692
17.41391,0.934348,0.986449,0.921687
17.41448,0.934344,0.986447,0.921681
17.41505,0.934340,0.986445,0.921675
17.41563,0.934336,0.986444,0.921669
17.41620,0.934331,0.986442,0.921664
17.41677,0.934327,0.986440,0.921658
17.41734,0.934323,0.986438,0.921652
17.41792,0.934319,0.986436,0.921646
17.41849,0.934315,0.986435,0.921640
17.41906,0.934310,0.986433,0.921635
17.41964,0.934306,0.986431,0.921629
17.42021,0.934302,0.986429,0.921623
17.42078,0.934298,0.986428,0.921617
17.42135,0.934294,0.986426,0.921612
17.42193,0.934290,0.986424,0.921606
17.42250,0.934285,0.986422,0.921600
17.42307,0.934281,0.986421,0.921594
17.42365,0.934277,0.986419,0.921588
17.42422,0.934273,0.986417,0.921583
17.42479,0.934269,0.986415,0.921577
17.42537,0.934264,0.986414,0.921571
17.42594,0.934260,0.986412,0.921565
17.42651,0.934256,0.986410,0.921560
17.42708,0.934252,0.986408,0.921554
17.42766,0.934248,0.986406,0.921548
17.42823,0.934243,0.986405,0.921542
17.42880,0.934239,0.986403,0.921536
17.42938,0.934235,0.986401,0.921531
17.42995,0.934231,0.986399,0.921525
17.43052,0.934227,0.986398,0.921519
17.43110,0.934223,0.986396,0.921513
17.43167,0.934218,0.986394,0.921507
17.43224,0.934214,0.986392,0.921502
17.43281,0.934210,0.986391,0.921496
17.43339,0.934206,0.986389,0.921490
17.43396,0.934202,0.986387,0.921484
17.43453,0.934197,0.986385,0.921479
17.43511,0.934193,0.986384,0.921473
17.43568,0.934189,0.986382,0.921467
17.43625,0.934185,0.986380,0.921461
17.43682,0.934181,0.986378,0.921455
17.43740,0.934176,0.986376,0.921450
17.43797,0.934172,0.986375,0.921444
17.43854,0.934168,0.986373,0.921438
17.43912,0.934164,0.986371,0.921432
17.43969,0.934160,0.986369,0.921426
17.44026,0.934156,0.986368,0.921421
17.44084,0.934151,0.986366,0.921415
17.44141,0.934147,0.986364,0.921409
17.44198,0.934143,0.986362,0.921403
17.44255,0.934139,0.986360,0.921398
17.44313,0.934135,0.986359,0.921392
17.44370,0.934130,0.986357,0.921386
17.44427,0.934126,0.986355,0.921380
17.44485,0.934122,0.986353,0.921374
17.44542,0.934118,0.986352,0.921369
17.44599,0.934114,0.986350,0.921363
17.44656,0.934109,0.986348,0.921357
17.44714,0.934105,0.986346,0.921351
17.44771,0.934101,0.986345,0.921345
17.44828,0.934097,0.986343,0.921340
17.44886,0.934093,0.986341,0.921334
17.44943,0.934088,0.986339,0.921328
17.45000,0.934084,0.986337,0.921322
17.45058,0.934080,0.986336,0.921316
17.45115,0.934076,0.986334,0.921311
17.45172,0.934072,0.986332,0.921305
17.45229,0.934067,0.986330,0.921299
17.45287,0.934063,0.986329,0.921293
17.45344,0.934059,0.986327,0.921288
17.45401,0.934055,0.986325,0.921282
17.45459,0.934051,0.986323,0.921276
17.45516,0.934047,0.986321,0.921270
17.45573,0.934042,0.986320,0.921264
17.45631,0.934038,0.986318,0.921259
17.45688,0.934034,0.986316,0.921253
17.45745,0.934030,0.986314,0.921247
17.45802,0.934026,0.986313,0.921241
17.45860,0.934021,0.986311,0.921235
17.45917,0.934017,0.986309,0.921230
17.45974,0.934013,0.986307,0.921224
17.46032,0.934009,0.986306,0.921218
17.46089,0.934005,0.986304,0.921212
17.46146,0.934000,0.986302,0.921206
17.46203,0.933996,0.986300,0.921201
17.46261,0.933992,0.986298,0.921195
17.46318,0.933988,0.986297,0.921189
17.46375,0.933984,0.986295,0.921183
17.46433,0.933979,0.986293,0.921177
17.46490,0.933975,0.986291,0.921172
17.46547,0.933971,0.986290,0.921166
17.46605,0.933967,0.986288,0.921160
17.46662,0.933963,0.986286,0.921154
17.46719,0.933958,0.986284,0.921148
17.46776,0.933954,0.986282,0.921143
17.46834,0.933950,0.986281,0.921137
17.46891,0.933946,0.986279,0.921131
17.46948,0.933942,0.986277,0.921125
17.47006,0.933937,0.986275,0.921119
17.47063,0.933933,0.986274,0.921114
17.47120,0.933929,0.986272,0.921108
17.47178,0.933925,0.986270,0.921102
17.47235,0.933921,0.986268,0.921096
17.47292,0.933916,0.986266,0.921090
17.47349,0.933912,0.986265,0.921085
17.47407,0.933908,0.986263,0.921079
17.47464,0.933904,0.986261,0.921073
17.47521,0.933900,0.986259,0.921067
17.47579,0.933895,0.986257,0.921061
17.47636,0.933891,0.986256,0.921056
17.47693,0.933887,0.986254,0.921050
17.47750,0.933883,0.986252,0.921044
17.47808,0.933879,0.986250,0.921038
17.47865,0.933874,0.986249,0.921032
17.47922,0.933870,0.986247,0.921027
17.47980,0.933866,0.986245,0.921021
17.48037,0.933862,0.986243,0.921015
17.48094,0.933858,0.986241,0.921009
17.48152,0.933853,0.986240,0.921003
17.48209,0.933849,0.986238,0.920998
17.48266,0.933845,0.986236,0.920992
17.48323,0.933841,0.986234,0.920986
17.48381,0.933837,0.986233,0.920980
17.48438,0.933832,0.986231,0.920974
17.48495,0.933828,0.986229,0.920969
17.48553,0.933824,0.986227,0.920963
17.48610,0.933820,0.986225,0.920957
17.48667,0.933816,0.986224,0.920951
17.48724,0.933811,0.986222,0.920945
17.48782,0.933807,0.986220,0.920939
17.48839,0.933803,0.986218,0.920934
17.48896,0.933799,0.986216,0.920928
17.48954,0.933795,0.986215,0.920922
17.49011,0.933790,0.986213,0.920916
17.49068,0.933786,0.986211,0.920910
17.49126,0.933782,0.986209,0.920905
17.49183,0.933778,0.986208,0.920899
17.49240,0.933774,0.986206,0.920893
17.49297,0.933769,0.986204,0.920887
17.49355,0.933765,0.986202,0.920881
17.49412,0.933761,0.986200,0.920876
17.49469,0.933757,0.986199,0.920870
17.49527,0.933753,0.986197,0.920864
17.49584,0.933748,0.986195,0.920858
17.49641,0.933744,0.986193,0.920852
17.49699,0.933740,0.986191,0.920846
17.49756,0.933736,0.986190,0.920841
17.49813,0.933732,0.986188,0.920835
17.49870,0.933727,0.986186,0.920829
17.49928,0.933723,0.986184,0.920823
17.49985,0.933719,0.986183,0.920817
17.50042,0.933715,0.986181,0.920812
17.50100,0.933711,0.986179,0.920806
17.50157,0.933706,0.986177,0.920800
17.50214,0.933702,0.986175,0.920794
17.50271,0.933698,0.986174,0.920788
17.50329,0.933694,0.986172,0.920783
17.50386,0.933690,0.986170,0.920777
17.50443,0.933685,0.986168,0.920771
17.50501,0.933681,0.986166,0.920765
17.50558,0.933677,0.986165,0.920759
17.50615,0.933673,0.986163,0.920753
17.50673,0.933669,0.986161,0.920748
17.50730,0.933664,0.986159,0.920742
17.50787,0.933660,0.986157,0.920736
17.50844,0.933656,0.986156,0.920730
17.50902,0.933652,0.986154,0.920724
17.50959,0.933648,0.986152,0.920719
17.51016,0.933643,0.986150,0.920713
17.51074,0.933639,0.986149,0.920707
17.51131,0.933635,0.986147,0.920701
17.51188,0.933631,0.986145,0.920695
17.51246,0.933627,0.986143,0.920689
17.51303,0.933622,0.986141,0.920684
17.51360,0.933618,0.986140,0.920678
17.51417,0.933614,0.986138,0.920672
17.51475,0.933610,0.986136,0.920666
17.51532,0.933606,0.986134,0.920660
17.51589,0.933601,0.986132,0.920655
17.51647,0.933597,0.986131,0.920649
17.51704,0.933593,0.986129,0.920643
17.51761,0.933589,0.986127,0.920637
17.51818,0.933585,0.986125,0.920631
17.51876,0.933580,0.986123,0.920625
17.51933,0.933576,0.986122,0.920620
17.51990,0.933572,0.986120,0.920614
17.52048,0.933568,0.986118,0.920608
17.52105,0.933563,0.986116,0.920602
17.52162,0.933559,0.986114,0.920596
17.52220,0.933555,0.986113,0.920590
17.52277,0.933551,0.986111,0.920585
17.52334,0.933547,0.986109,0.920579
17.52391,0.933542,0.986107,0.920573
17.52449,0.933538,0.986105,0.920567
17.52506,0.933534,0.986104,0.920561
17.52563,0.933530,0.986102,0.920556
17.52621,0.933526,0.986100,0.920550
17.52678,0.933521,0.986098,0.920544
17.52735,0.933517,0.986096,0.920538
17.52792,0.933513,0.986095,0.920532
17.52850,0.933509,0.986093,0.920526
17.52907,0.933505,0.986091,0.920521
17.52964,0.933500,0.986089,0.920515
17.53022,0.933496,0.986088,0.920509
17.53079,0.933492,0.986086,0.920503
17.53136,0.933488,0.986084,0.920497
17.53194,0.933484,0.986082,0.920491
17.53251,0.933479,0.986080,0.920486
17.53308,0.933475,0.986079,0.920480
17.53365,0.933471,0.986077,0.920474
17.53423,0.933467,0.986075,0.920468
17.53480,0.933462,0.986073,0.920462
17.53537,0.933458,0.986071,0.920456
17.53595,0.933454,0.986070,0.920451
17.53652,0.933450,0.986068,0.920445
17.53709,0.933446,0.986066,0.920439
17.53767,0.933441,0.986064,0.920433
17.53824,0.933437,0.986062,0.920427
17.53881,0.933433,0.986061,0.920421
17.53938,0.933429,0.986059,0.920416
17.53996,0.933425,0.986057,0.920410
17.54053,0.933420,0.986055,0.920404
17.54110,0.933416,0.986053,0.920398
17.54168,0.933412,0.986052,0.920392
17.54225,0.933408,0.986050,0.920386
17.54282,0.933404,0.986048,0.920381
17.54339,0.933399,0.986046,0.920375
17.54397,0.933395,0.986044,0.920369
17.54454,0.933391,0.986043,0.920363
17.54511,0.933387,0.986041,0.920357
17.54569,0.933382,0.986039,0.920351
17.54626,0.933378,0.986037,0.920346
17.54683,0.933374,0.986035,0.920340
17.54741,0.933370,0.986034,0.920334
17.54798,0.933366,0.986032,0.920328
17.54855,0.933361,0.986030,0.920322
17.54912,0.933357,0.986028,0.920316
17.54970,0.933353,0.986026,0.920311
17.55027,0.933349,0.986025,0.920305
17.55084,0.933345,0.986023,0.920299
17.55142,0.933340,0.986021,0.920293
17.55199,0.933336,0.986019,0.920287
17.55256,0.933332,0.986017,0.920281
17.55314,0.933328,0.986015,0.920276
17.55371,0.933323,0.986014,0.920270
17.55428,0.933319,0.986012,0.920264
17.55485,0.933315,0.986010,0.920258
17.55543,0.933311,0.986008,0.920252
17.55600,0.933307,0.986006,0.920246
17.55657,0.933302,0.986005,0.920241
17.55715,0.933298,0.986003,0.920235
17.55772,0.933294,0.986001,0.920229
17.55829,0.933290,0.985999,0.920223
