theta_deg,F1E,FH,FE
35.02720,0.757583,0.800405,0.606373
35.02777,0.757576,0.800393,0.606359
35.02835,0.757569,0.800381,0.606344
35.02892,0.757562,0.800369,0.606329
35.02949,0.757555,0.800357,0.606315
35.03007,0.757548,0.800345,0.606300
35.03064,0.757541,0.800334,0.606286
35.03121,0.757534,0.800322,0.606271
35.03179,0.757527,0.800310,0.606256
35.03236,0.757520,0.800298,0.606242
35.03293,0.757513,0.800286,0.606227
35.03350,0.757506,0.800274,0.606213
35.03408,0.757499,0.800262,0.606198
35.03465,0.757492,0.800250,0.606183
35.03522,0.757485,0.800239,0.606169
35.03580,0.757478,0.800227,0.606154
35.03637,0.757471,0.800215,0.606140
35.03694,0.757464,0.800203,0.606125
35.03752,0.757457,0.800191,0.606110
35.03809,0.757450,0.800179,0.606096
35.03866,0.757443,0.800167,0.606081
35.03923,0.757436,0.800156,0.606067
35.03981,0.757429,0.800144,0.606052
35.04038,0.757422,0.800132,0.606037
35.04095,0.757415,0.800120,0.606023
35.04153,0.757408,0.800108,0.606008
35.04210,0.757401,0.800096,0.605994
35.04267,0.757394,0.800084,0.605979
35.04324,0.757387,0.800072,0.605964
35.04382,0.757380,0.800061,0.605950
35.04439,0.757373,0.800049,0.605935
35.04496,0.757366,0.800037,0.605921
35.04554,0.757359,0.800025,0.605906
35.04611,0.757352,0.800013,0.605891
35.04668,0.757345,0.800001,0.605877
35.04726,0.757338,0.799989,0.605862
35.04783,0.757331,0.799977,0.605848
35.04840,0.757324,0.799966,0.605833
35.04897,0.757317,0.799954,0.605818
35.04955,0.757310,0.799942,0.605804
35.05012,0.757303,0.799930,0.605789
35.05069,0.757296,0.799918,0.605775
35.05127,0.757289,0.799906,0.605760
35.05184,0.757282,0.799894,0.605745
35.05241,0.757275,0.799882,0.605731
35.05298,0.757268,0.799871,0.605716
35.05356,0.757261,0.799859,0.605702
35.05413,0.757254,0.799847,0.605687
35.05470,0.757247,0.799835,0.605672
35.05528,0.757240,0.799823,0.605658
35.05585,0.757233,0.799811,0.605643
35.05642,0.757226,0.799799,0.605629
35.05700,0.757219,0.799787,0.605614
35.05757,0.757212,0.799776,0.605599
35.05814,0.757205,0.799764,0.605585
35.05871,0.757198,0.799752,0.605570
35.05929,0.757191,0.799740,0.605556
35.05986,0.757184,0.799728,0.605541
35.06043,0.757177,0.799716,0.605526
35.06101,0.757170,0.799704,0.605512
35.06158,0.757163,0.799692,0.605497
35.06215,0.757156,0.799681,0.605483
35.06273,0.757149,0.799669,0.605468
35.06330,0.757142,0.799657,0.605453
35.06387,0.757135,0.799645,0.605439
35.06444,0.757128,0.799633,0.605424
35.06502,0.757121,0.799621,0.605410
35.06559,0.757114,0.799609,0.605395
35.06616,0.757106,0.799597,0.605380
35.06674,0.757099,0.799585,0.605366
35.06731,0.757092,0.799574,0.605351
35.06788,0.757085,0.799562,0.605336
35.06845,0.757078,0.799550,0.605322
35.06903,0.757071,0.799538,0.605307
35.06960,0.757064,0.799526,0.605293
35.07017,0.757057,0.799514,0.605278
35.07075,0.757050,0.799502,0.605263
35.07132,0.757043,0.799490,0.605249
35.07189,0.757036,0.799478,0.605234
35.07247,0.757029,0.799467,0.605220
35.07304,0.757022,0.799455,0.605205
35.07361,0.757015,0.799443,0.605190
35.07418,0.757008,0.799431,0.605176
35.07476,0.757001,0.799419,0.605161
35.07533,0.756994,0.799407,0.605147
35.07590,0.756987,0.799395,0.605132
35.07648,0.756980,0.799383,0.605117
35.07705,0.756973,0.799371,0.605103
35.07762,0.756966,0.799359,0.605088
35.07820,0.756959,0.799348,0.605073
35.07877,0.756952,0.799336,0.605059
35.07934,0.756945,0.799324,0.605044
35.07991,0.756938,0.799312,0.605030
35.08049,0.756931,0.799300,0.605015
35.08106,0.756924,0.799288,0.605000
35.08163,0.756917,0.799276,0.604986
35.08221,0.756910,0.799264,0.604971
35.08278,0.756903,0.799252,0.604957
35.08335,0.756896,0.799240,0.604942
35.08392,0.756889,0.799229,0.604927
35.08450,0.756882,0.799217,0.604913
35.08507,0.756875,0.799205,0.604898
35.08564,0.756868,0.799193,0.604883
35.08622,0.756861,0.799181,0.604869
35.08679,0.756854,0.799169,0.604854
35.08736,0.756847,0.799157,0.604840
35.08794,0.756840,0.799145,0.604825
35.08851,0.756833,0.799133,0.604810
35.08908,0.756826,0.799121,0.604796
35.08965,0.756819,0.799110,0.604781
35.09023,0.756812,0.799098,0.604767
35.09080,0.756805,0.799086,0.604752
35.09137,0.756798,0.799074,0.604737
35.09195,0.756791,0.799062,0.604723
35.09252,0.756784,0.799050,0.604708
35.09309,0.756777,0.799038,0.604693
35.09366,0.756770,0.799026,0.604679
35.09424,0.756763,0.799014,0.604664
35.09481,0.756756,0.799002,0.604650
35.09538,0.756749,0.798990,0.604635
35.09596,0.756742,0.798979,0.604620
35.09653,0.756735,0.798967,0.604606
35.09710,0.756728,0.798955,0.604591
35.09768,0.756721,0.798943,0.604576
35.09825,0.756714,0.798931,0.604562
35.09882,0.756707,0.798919,0.604547
35.09939,0.756700,0.798907,0.604533
35.09997,0.756693,0.798895,0.604518
35.10054,0.756686,0.798883,0.604503
35.10111,0.756679,0.798871,0.604489
35.10169,0.756671,0.798859,0.604474
35.10226,0.756664,0.798847,0.604459
35.10283,0.756657,0.798836,0.604445
35.10341,0.756650,0.798824,0.604430
35.10398,0.756643,0.798812,0.604416
35.10455,0.756636,0.798800,0.604401
35.10512,0.756629,0.798788,0.604386
35.10570,0.756622,0.798776,0.604372
35.10627,0.756615,0.798764,0.604357
35.10684,0.756608,0.798752,0.604343
35.10742,0.756601,0.798740,0.604328
35.10799,0.756594,0.798728,0.604313
35.10856,0.756587,0.798716,0.604299
35.10913,0.756580,0.798704,0.604284
35.10971,0.756573,0.798693,0.604269
35.11028,0.756566,0.798681,0.604255
35.11085,0.756559,0.798669,0.604240
35.11143,0.756552,0.798657,0.604226
35.11200,0.756545,0.798645,0.604211
35.11257,0.756538,0.798633,0.604196
35.11315,0.756531,0.798621,0.604182
35.11372,0.756524,0.798609,0.604167
35.11429,0.756517,0.798597,0.604152
35.11486,0.756510,0.798585,0.604138
35.11544,0.756503,0.798573,0.604123
35.11601,0.756496,0.798561,0.604108
35.11658,0.756489,0.798549,0.604094
35.11716,0.756482,0.798537,0.604079
35.11773,0.756475,0.798526,0.604065
35.11830,0.756468,0.798514,0.604050
35.11888,0.756461,0.798502,0.604035
35.11945,0.756454,0.798490,0.604021
35.12002,0.756447,0.798478,0.604006
35.12059,0.756440,0.798466,0.603991
35.12117,0.756433,0.798454,0.603977
35.12174,0.756426,0.798442,0.603962
35.12231,0.756419,0.798430,0.603948
35.12289,0.756412,0.798418,0.603933
35.12346,0.756405,0.798406,0.603918
35.12403,0.756398,0.798394,0.603904
35.12460,0.756391,0.798382,0.603889
35.12518,0.756384,0.798370,0.603874
35.12575,0.756377,0.798359,0.603860
35.12632,0.756370,0.798347,0.603845
35.12690,0.756363,0.798335,0.603831
35.12747,0.756356,0.798323,0.603816
35.12804,0.756349,0.798311,0.603801
35.12862,0.756342,0.798299,0.603787
35.12919,0.756335,0.798287,0.603772
35.12976,0.756328,0.798275,0.603757
35.13033,0.756321,0.798263,0.603743
35.13091,0.756314,0.798251,0.603728
35.13148,0.756306,0.798239,0.603713
35.13205,0.756299,0.798227,0.603699
35.13263,0.756292,0.798215,0.603684
35.13320,0.756285,0.798203,0.603670
35.13377,0.756278,0.798191,0.603655
35.13434,0.756271,0.798179,0.603640
35.13492,0.756264,0.798168,0.603626
35.13549,0.756257,0.798156,0.603611
35.13606,0.756250,0.798144,0.603596
35.13664,0.756243,0.798132,0.603582
35.13721,0.756236,0.798120,0.603567
35.13778,0.756229,0.798108,0.603552
35.13836,0.756222,0.798096,0.603538
35.13893,0.756215,0.798084,0.603523
35.13950,0.756208,0.798072,0.603509
35.14007,0.756201,0.798060,0.603494
35.14065,0.756194,0.798048,0.603479
35.14122,0.756187,0.798036,0.603465
35.14179,0.756180,0.798024,0.603450
35.14237,0.756173,0.798012,0.603435
35.14294,0.756166,0.798000,0.603421
35.14351,0.756159,0.797988,0.603406
35.14409,0.756152,0.797976,0.603391
35.14466,0.756145,0.797964,0.603377
35.14523,0.756138,0.797952,0.603362
35.14580,0.756131,0.797941,0.603348
35.14638,0.756124,0.797929,0.603333
35.14695,0.756117,0.797917,0.603318
35.14752,0.756110,0.797905,0.603304
35.14810,0.756103,0.797893,0.603289
35.14867,0.756096,0.797881,0.603274
35.14924,0.756089,0.797869,0.603260
35.14981,0.756082,0.797857,0.603245
35.15039,0.756075,0.797845,0.603230
35.15096,0.756068,0.797833,0.603216
35.15153,0.756061,0.797821,0.603201
35.15211,0.756054,0.797809,0.603186
35.15268,0.756047,0.797797,0.603172
35.15325,0.756040,0.797785,0.603157
35.15383,0.756033,0.797773,0.603143
35.15440,0.756026,0.797761,0.603128
35.15497,0.756019,0.797749,0.603113
35.15554,0.756012,0.797737,0.603099
35.15612,0.756005,0.797725,0.603084
35.15669,0.755997,0.797713,0.603069
35.15726,0.755990,0.797701,0.603055
35.15784,0.755983,0.797689,0.603040
35.15841,0.755976,0.797678,0.603025
35.15898,0.755969,0.797666,0.603011
35.15956,0.755962,0.797654,0.602996
35.16013,0.755955,0.797642,0.602981
35.16070,0.755948,0.797630,0.602967
35.16127,0.755941,0.797618,0.602952
35.16185,0.755934,0.797606,0.602938
35.16242,0.755927,0.797594,0.602923
35.16299,0.755920,0.797582,0.602908
35.16357,0.755913,0.797570,0.602894
35.16414,0.755906,0.797558,0.602879
35.16471,0.755899,0.797546,0.602864
35.16528,0.755892,0.797534,0.602850
35.16586,0.755885,0.797522,0.602835
35.16643,0.755878,0.797510,0.602820
35.16700,0.755871,0.797498,0.602806
35.16758,0.755864,0.797486,0.602791
35.16815,0.755857,0.797474,0.602776
35.16872,0.755850,0.797462,0.602762
35.16930,0.755843,0.797450,0.602747
35.16987,0.755836,0.797438,0.602732
35.17044,0.755829,0.797426,0.602718
35.17101,0.755822,0.797414,0.602703
35.17159,0.755815,0.797402,0.602689
35.17216,0.755808,0.797390,0.602674
35.17273,0.755801,0.797378,0.602659
35.17331,0.755794,0.797366,0.602645
35.17388,0.755787,0.797354,0.602630
35.17445,0.755780,0.797342,0.602615
35.17502,0.755773,0.797330,0.602601
35.17560,0.755766,0.797319,0.602586
35.17617,0.755759,0.797307,0.602571
35.17674,0.755752,0.797295,0.602557
35.17732,0.755745,0.797283,0.602542
35.17789,0.755738,0.797271,0.602527
35.17846,0.755731,0.797259,0.602513
35.17904,0.755724,0.797247,0.602498
35.17961,0.755717,0.797235,0.602483
35.18018,0.755709,0.797223,0.602469
35.18075,0.755702,0.797211,0.602454
35.18133,0.755695,0.797199,0.602439
35.18190,0.755688,0.797187,0.602425
35.18247,0.755681,0.797175,0.602410
35.18305,0.755674,0.797163,0.602395
35.18362,0.755667,0.797151,0.602381
35.18419,0.755660,0.797139,0.602366
35.18477,0.755653,0.797127,0.602352
35.18534,0.755646,0.797115,0.602337
35.18591,0.755639,0.797103,0.602322
35.18648,0.755632,0.797091,0.602308
35.18706,0.755625,0.797079,0.602293
35.18763,0.755618,0.797067,0.602278
35.18820,0.755611,0.797055,0.602264
35.18878,0.755604,0.797043,0.602249
35.18935,0.755597,0.797031,0.602234
35.18992,0.755590,0.797019,0.602220
35.19049,0.755583,0.797007,0.602205
35.19107,0.755576,0.796995,0.602190
35.19164,0.755569,0.796983,0.602176
35.19221,0.755562,0.796971,0.602161
35.19279,0.755555,0.796959,0.602146
35.19336,0.755548,0.796947,0.602132
35.19393,0.755541,0.796935,0.602117
35.19451,0.755534,0.796923,0.602102
35.19508,0.755527,0.796911,0.602088
35.19565,0.755520,0.796899,0.602073
35.19622,0.755513,0.796887,0.602058
35.19680,0.755506,0.796875,0.602044
35.19737,0.755499,0.796863,0.602029
35.19794,0.755492,0.796851,0.602014
35.19852,0.755485,0.796839,0.602000
35.19909,0.755478,0.796827,0.601985
35.19966,0.755471,0.796815,0.601970
35.20024,0.755464,0.796803,0.601956
35.20081,0.755456,0.796791,0.601941
35.20138,0.755449,0.796779,0.601926
35.20195,0.755442,0.796767,0.601912
35.20253,0.755435,0.796755,0.601897
35.20310,0.755428,0.796743,0.601882
35.20367,0.755421,0.796731,0.601868
35.20425,0.755414,0.796719,0.601853
35.20482,0.755407,0.796707,0.601838
35.20539,0.755400,0.796695,0.601824
35.20596,0.755393,0.796683,0.601809
35.20654,0.755386,0.796671,0.601794
35.20711,0.755379,0.796659,0.601780
35.20768,0.755372,0.796647,0.601765
35.20826,0.755365,0.796635,0.601750
35.20883,0.755358,0.796623,0.601736
35.20940,0.755351,0.796611,0.601721
35.20998,0.755344,0.796599,0.601707
35.21055,0.755337,0.796587,0.601692
35.21112,0.755330,0.796575,0.601677
35.21169,0.755323,0.796563,0.601663
35.21227,0.755316,0.796551,0.601648
35.21284,0.755309,0.796539,0.601633
35.21341,0.755302,0.796527,0.601619
35.21399,0.755295,0.796515,0.601604
35.21456,0.755288,0.796503,0.601589
35.21513,0.755281,0.796491,0.601575
35.21570,0.755274,0.796479,0.601560
35.21628,0.755267,0.796467,0.601545
35.21685,0.755260,0.796455,0.601531
35.21742,0.755253,0.796443,0.601516
35.21800,0.755246,0.796431,0.601501
35.21857,0.755239,0.796419,0.601487
35.21914,0.755232,0.796407,0.601472
35.21972,0.755225,0.796395,0.601457
35.22029,0.755217,0.796383,0.601443
35.22086,0.755210,0.796371,0.601428
35.22143,0.755203,0.796359,0.601413
35.22201,0.755196,0.796347,0.601399
35.22258,0.755189,0.796335,0.601384
35.22315,0.755182,0.796323,0.601369
35.22373,0.755175,0.796311,0.601355
35.22430,0.755168,0.796299,0.601340
35.22487,0.755161,0.796287,0.601325
35.22545,0.755154,0.796275,0.601310
35.22602,0.755147,0.796263,0.601296
35.22659,0.755140,0.796251,0.601281
35.22716,0.755133,0.796239,0.601266
35.22774,0.755126,0.796227,0.601252
35.22831,0.755119,0.796215,0.601237
35.22888,0.755112,0.796203,0.601222
35.22946,0.755105,0.796191,0.601208
35.23003,0.755098,0.796179,0.601193
35.23060,0.755091,0.796167,0.601178
35.23117,0.755084,0.796155,0.601164
35.23175,0.755077,0.796143,0.601149
35.23232,0.755070,0.796131,0.601134
35.23289,0.755063,0.796119,0.601120
35.23347,0.755056,0.796107,0.601105
35.23404,0.755049,0.796095,0.601090
35.23461,0.755042,0.796083,0.601076
35.23519,0.755035,0.796071,0.601061
35.23576,0.755028,0.796059,0.601046
35.23633,0.755021,0.796047,0.601032
35.23690,0.755014,0.796035,0.601017
35.23748,0.755007,0.796023,0.601002
35.23805,0.755000,0.796011,0.600988
35.23862,0.754992,0.795999,0.600973
35.23920,0.754985,0.795987,0.600958
35.23977,0.754978,0.795975,0.600944
35.24034,0.754971,0.795963,0.600929
35.24092,0.754964,0.795951,0.600914
35.24149,0.754957,0.795939,0.600900
35.24206,0.754950,0.795927,0.600885
35.24263,0.754943,0.795915,0.600870
35.24321,0.754936,0.795902,0.600856
35.24378,0.754929,0.795890,0.600841
35.24435,0.754922,0.795878,0.600826
35.24493,0.754915,0.795866,0.600812
35.24550,0.754908,0.795854,0.600797
35.24607,0.754901,0.795842,0.600782
35.24664,0.754894,0.795830,0.600768
35.24722,0.754887,0.795818,0.600753
35.24779,0.754880,0.795806,0.600738
35.24836,0.754873,0.795794,0.600724
35.24894,0.754866,0.795782,0.600709
35.24951,0.754859,0.795770,0.600694
35.25008,0.754852,0.795758,0.600679
35.25066,0.754845,0.795746,0.600665
35.25123,0.754838,0.795734,0.600650
35.25180,0.754831,0.795722,0.600635
35.25237,0.754824,0.795710,0.600621
35.25295,0.754817,0.795698,0.600606
35.25352,0.754810,0.795686,0.600591
35.25409,0.754803,0.795674,0.600577
35.25467,0.754796,0.795662,0.600562
35.25524,0.754789,0.795650,0.600547
35.25581,0.754781,0.795638,0.600533
35.25638,0.754774,0.795626,0.600518
35.25696,0.754767,0.795614,0.600503
35.25753,0.754760,0.795602,0.600489
35.25810,0.754753,0.795590,0.600474
35.25868,0.754746,0.795578,0.600459
35.25925,0.754739,0.795566,0.600445
35.25982,0.754732,0.795554,0.600430
35.26040,0.754725,0.795541,0.600415
35.26097,0.754718,0.795529,0.600401
35.26154,0.754711,0.795517,0.600386
35.26211,0.754704,0.795505,0.600371
35.26269,0.754697,0.795493,0.600356
35.26326,0.754690,0.795481,0.600342
35.26383,0.754683,0.795469,0.600327
35.26441,0.754676,0.795457,0.600312
35.26498,0.754669,0.795445,0.600298
35.26555,0.754662,0.795433,0.600283
35.26613,0.754655,0.795421,0.600268
35.26670,0.754648,0.795409,0.600254
35.26727,0.754641,0.795397,0.600239
35.26784,0.754634,0.795385,0.600224
35.26842,0.754627,0.795373,0.600210
35.26899,0.754620,0.795361,0.600195
35.26956,0.754613,0.795349,0.600180
35.27014,0.754606,0.795337,0.600166
35.27071,0.754599,0.795325,0.600151
35.27128,0.754592,0.795313,0.600136
35.27185,0.754584,0.795301,0.600122
35.27243,0.754577,0.795289,0.600107
35.27300,0.754570,0.795277,0.600092
35.27357,0.754563,0.795264,0.600077
35.27415,0.754556,0.795252,0.600063
35.27472,0.754549,0.795240,0.600048
35.27529,0.754542,0.795228,0.600033
35.27587,0.754535,0.795216,0.600019
35.27644,0.754528,0.795204,0.600004
35.27701,0.754521,0.795192,0.599989
35.27758,0.754514,0.795180,0.599975
35.27816,0.754507,0.795168,0.599960
35.27873,0.754500,0.795156,0.599945
35.27930,0.754493,0.795144,0.599931
35.27988,0.754486,0.795132,0.599916
35.28045,0.754479,0.795120,0.599901
35.28102,0.754472,0.795108,0.599886
35.28160,0.754465,0.795096,0.599872
35.28217,0.754458,0.795084,0.599857
35.28274,0.754451,0.795072,0.599842
35.28331,0.754444,0.795060,0.599828
35.28389,0.754437,0.795047,0.599813
35.28446,0.754430,0.795035,0.599798
35.28503,0.754423,0.795023,0.599784
35.28561,0.754416,0.795011,0.599769
35.28618,0.754409,0.794999,0.599754
35.28675,0.754402,0.794987,0.599740
35.28732,0.754395,0.794975,0.599725
35.28790,0.754387,0.794963,0.599710
35.28847,0.754380,0.794951,0.599695
35.28904,0.754373,0.794939,0.599681
35.28962,0.754366,0.794927,0.599666
35.29019,0.754359,0.794915,0.599651
35.29076,0.754352,0.794903,0.599637
35.29134,0.754345,0.794891,0.599622
35.29191,0.754338,0.794879,0.599607
35.29248,0.754331,0.794867,0.599593
35.29305,0.754324,0.794854,0.599578
35.29363,0.754317,0.794842,0.599563
35.29420,0.754310,0.794830,0.599549
35.29477,0.754303,0.794818,0.599534
35.29535,0.754296,0.794806,0.599519
35.29592,0.754289,0.794794,0.599504
35.29649,0.754282,0.794782,0.599490
35.29706,0.754275,0.794770,0.599475
35.29764,0.754268,0.794758,0.599460
35.29821,0.754261,0.794746,0.599446
35.29878,0.754254,0.794734,0.599431
35.29936,0.754247,0.794722,0.599416
35.29993,0.754240,0.794710,0.599402
35.30050,0.754233,0.794698,0.599387
35.30108,0.754226,0.794686,0.599372
35.30165,0.754219,0.794673,0.599357
35.30222,0.754212,0.794661,0.599343
35.30279,0.754204,0.794649,0.599328
35.30337,0.754197,0.794637,0.599313
35.30394,0.754190,0.794625,0.599299
35.30451,0.754183,0.794613,0.599284
35.30509,0.754176,0.794601,0.599269
35.30566,0.754169,0.794589,0.599255
35.30623,0.754162,0.794577,0.599240
35.30681,0.754155,0.794565,0.599225
35.30738,0.754148,0.794553,0.599210
35.30795,0.754141,0.794541,0.599196
35.30852,0.754134,0.794529,0.599181
35.30910,0.754127,0.794516,0.599166
35.30967,0.754120,0.794504,0.599152
35.31024,0.754113,0.794492,0.599137
35.31082,0.754106,0.794480,0.599122
35.31139,0.754099,0.794468,0.599108
35.31196,0.754092,0.794456,0.599093
35.31253,0.754085,0.794444,0.599078
35.31311,0.754078,0.794432,0.599063
35.31368,0.754071,0.794420,0.599049
35.31425,0.754064,0.794408,0.599034
35.31483,0.754057,0.794396,0.599019
35.31540,0.754050,0.794384,0.599005
35.31597,0.754043,0.794372,0.598990
35.31655,0.754036,0.794359,0.598975
35.31712,0.754028,0.794347,0.598961
35.31769,0.754021,0.794335,0.598946
35.31826,0.754014,0.794323,0.598931
35.31884,0.754007,0.794311,0.598916
35.31941,0.754000,0.794299,0.598902
35.31998,0.753993,0.794287,0.598887
35.32056,0.753986,0.794275,0.598872
35.32113,0.753979,0.794263,0.598858
35.32170,0.753972,0.794251,0.598843
35.32228,0.753965,0.794239,0.598828
35.32285,0.753958,0.794226,0.598813
35.32342,0.753951,0.794214,0.598799
35.32399,0.753944,0.794202,0.598784
35.32457,0.753937,0.794190,0.598769
35.32514,0.753930,0.794178,0.598755
35.32571,0.753923,0.794166,0.598740
35.32629,0.753916,0.794154,0.598725
35.32686,0.753909,0.794142,0.598710
35.32743,0.753902,0.794130,0.598696
35.32800,0.753895,0.794118,0.598681
35.32858,0.753888,0.794106,0.598666
35.32915,0.753881,0.794093,0.598652
35.32972,0.753874,0.794081,0.598637
35.33030,0.753867,0.794069,0.598622
35.33087,0.753859,0.794057,0.598608
35.33144,0.753852,0.794045,0.598593
35.33202,0.753845,0.794033,0.598578
35.33259,0.753838,0.794021,0.598563
35.33316,0.753831,0.794009,0.598549
35.33373,0.753824,0.793997,0.598534
35.33431,0.753817,0.793985,0.598519
35.33488,0.753810,0.793973,0.598505
35.33545,0.753803,0.793960,0.598490
35.33603,0.753796,0.793948,0.598475
35.33660,0.753789,0.793936,0.598460
35.33717,0.753782,0.793924,0.598446
35.33774,0.753775,0.793912,0.598431
35.33832,0.753768,0.793900,0.598416
35.33889,0.753761,0.793888,0.598402
35.33946,0.753754,0.793876,0.598387
35.34004,0.753747,0.793864,0.598372
35.34061,0.753740,0.793852,0.598357
35.34118,0.753733,0.793839,0.598343
35.34176,0.753726,0.793827,0.598328
35.34233,0.753719,0.793815,0.598313
35.34290,0.753712,0.793803,0.598299
35.34347,0.753705,0.793791,0.598284
35.34405,0.753697,0.793779,0.598269
35.34462,0.753690,0.793767,0.598254
35.34519,0.753683,0.793755,0.598240
35.34577,0.753676,0.793743,0.598225
35.34634,0.753669,0.793730,0.598210
35.34691,0.753662,0.793718,0.598196
35.34749,0.753655,0.793706,0.598181
35.34806,0.753648,0.793694,0.598166
35.34863,0.753641,0.793682,0.598151
35.34920,0.753634,0.793670,0.598137
35.34978,0.753627,0.793658,0.598122
35.35035,0.753620,0.793646,0.598107
35.35092,0.753613,0.793634,0.598093
35.35150,0.753606,0.793621,0.598078
35.35207,0.753599,0.793609,0.598063
35.35264,0.753592,0.793597,0.598048
35.35321,0.753585,0.793585,0.598034
35.35379,0.753578,0.793573,0.598019
35.35436,0.753571,0.793561,0.598004
35.35493,0.753564,0.793549,0.597990
35.35551,0.753557,0.793537,0.597975
35.35608,0.753550,0.793525,0.597960
35.35665,0.753543,0.793512,0.597945
35.35723,0.753535,0.793500,0.597931
35.35780,0.753528,0.793488,0.597916
35.35837,0.753521,0.793476,0.597901
35.35894,0.753514,0.793464,0.597886
35.35952,0.753507,0.793452,0.597872
35.36009,0.753500,0.793440,0.597857
35.36066,0.753493,0.793428,0.597842
35.36124,0.753486,0.793416,0.597828
35.36181,0.753479,0.793403,0.597813
35.36238,0.753472,0.793391,0.597798
35.36296,0.753465,0.793379,0.597783
35.36353,0.753458,0.793367,0.597769
35.36410,0.753451,0.793355,0.597754
35.36467,0.753444,0.793343,0.597739
35.36525,0.753437,0.793331,0.597725
35.36582,0.753430,0.793319,0.597710
35.36639,0.753423,0.793306,0.597695
35.36697,0.753416,0.793294,0.597680
35.36754,0.753409,0.793282,0.597666
35.36811,0.753402,0.793270,0.597651
35.36868,0.753395,0.793258,0.597636
35.36926,0.753388,0.793246,0.597621
35.36983,0.753380,0.793234,0.597607
35.37040,0.753373,0.793222,0.597592
35.37098,0.753366,0.793209,0.597577
35.37155,0.753359,0.793197,0.597563
35.37212,0.753352,0.793185,0.597548
35.37270,0.753345,0.793173,0.597533
35.37327,0.753338,0.793161,0.597518
35.37384,0.753331,0.793149,0.597504
35.37441,0.753324,0.793137,0.597489
35.37499,0.753317,0.793125,0.597474
35.37556,0.753310,0.793112,0.597460
35.37613,0.753303,0.793100,0.597445
35.37671,0.753296,0.793088,0.597430
35.37728,0.753289,0.793076,0.597415
35.37785,0.753282,0.793064,0.597401
35.37842,0.753275,0.793052,0.597386
35.37900,0.753268,0.793040,0.597371
35.37957,0.753261,0.793027,0.597356
35.38014,0.753254,0.793015,0.597342
35.38072,0.753247,0.793003,0.597327
35.38129,0.753240,0.792991,0.597312
35.38186,0.753232,0.792979,0.597297
35.38244,0.753225,0.792967,0.597283
35.38301,0.753218,0.792955,0.597268
35.38358,0.753211,0.792943,0.597253
35.38415,0.753204,0.792930,0.597239
35.38473,0.753197,0.792918,0.597224
35.38530,0.753190,0.792906,0.597209
35.38587,0.753183,0.792894,0.597194
35.38645,0.753176,0.792882,0.597180
35.38702,0.753169,0.792870,0.597165
35.38759,0.753162,0.792858,0.597150
35.38817,0.753155,0.792845,0.597135
35.38874,0.753148,0.792833,0.597121
35.38931,0.753141,0.792821,0.597106
35.38988,0.753134,0.792809,0.597091
35.39046,0.753127,0.792797,0.597077
35.39103,0.753120,0.792785,0.597062
35.39160,0.753113,0.792773,0.597047
35.39218,0.753106,0.792760,0.597032
35.39275,0.753099,0.792748,0.597018
35.39332,0.753092,0.792736,0.597003
35.39389,0.753084,0.792724,0.596988
35.39447,0.753077,0.792712,0.596973
35.39504,0.753070,0.792700,0.596959
35.39561,0.753063,0.792688,0.596944
35.39619,0.753056,0.792675,0.596929
35.39676,0.753049,0.792663,0.596914
35.39733,0.753042,0.792651,0.596900
35.39791,0.753035,0.792639,0.596885
35.39848,0.753028,0.792627,0.596870
35.39905,0.753021,0.792615,0.596856
35.39962,0.753014,0.792603,0.596841
35.40020,0.753007,0.792590,0.596826
35.40077,0.753000,0.792578,0.596811
35.40134,0.752993,0.792566,0.596797
35.40192,0.752986,0.792554,0.596782
35.40249,0.752979,0.792542,0.596767
35.40306,0.752972,0.792530,0.596752
35.40364,0.752965,0.792517,0.596738
35.40421,0.752958,0.792505,0.596723
35.40478,0.752951,0.792493,0.596708
35.40535,0.752943,0.792481,0.596693
35.40593,0.752936,0.792469,0.596679
35.40650,0.752929,0.792457,0.596664
35.40707,0.752922,0.792445,0.596649
35.40765,0.752915,0.792432,0.596634
35.40822,0.752908,0.792420,0.596620
35.40879,0.752901,0.792408,0.596605
35.40936,0.752894,0.792396,0.596590
35.40994,0.752887,0.792384,0.596576
35.41051,0.752880,0.792372,0.596561
35.41108,0.752873,0.792359,0.596546
35.41166,0.752866,0.792347,0.596531
35.41223,0.752859,0.792335,0.596517
35.41280,0.752852,0.792323,0.596502
35.41338,0.752845,0.792311,0.596487
35.41395,0.752838,0.792299,0.596472
35.41452,0.752831,0.792287,0.596458
35.41509,0.752824,0.792274,0.596443
35.41567,0.752817,0.792262,0.596428
35.41624,0.752810,0.792250,0.596413
35.41681,0.752802,0.792238,0.596399
35.41739,0.752795,0.792226,0.596384
35.41796,0.752788,0.792214,0.596369
35.41853,0.752781,0.792201,0.596354
35.41910,0.752774,0.792189,0.596340
35.41968,0.752767,0.792177,0.596325
35.42025,0.752760,0.792165,0.596310
35.42082,0.752753,0.792153,0.596295
35.42140,0.752746,0.792141,0.596281
35.42197,0.752739,0.792128,0.596266
35.42254,0.752732,0.792116,0.596251
35.42312,0.752725,0.792104,0.596236
35.42369,0.752718,0.792092,0.596222
35.42426,0.752711,0.792080,0.596207
35.42483,0.752704,0.792068,0.596192
35.42541,0.752697,0.792055,0.596177
35.42598,0.752690,0.792043,0.596163
35.42655,0.752683,0.792031,0.596148
35.42713,0.752676,0.792019,0.596133
